Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Roman Polom,M,287,237,96.0,Czech Republic,1996,Summer,etlanta,nnited States
Aida Chuyko (-Sukoryabova),F,27.0,-60,53.0,Russian Federation,1964,Summer,uokyo,unknown
"Kimberley ""Kim"" Butler",?,29.0,-3983769,8467891,United Kingdom,281,Summer,null,Unitad Kingdom
Bibiana Candelas Ramrez,F,24.0,196.0,78.0,Mexico,-1,Summer,184.0,unknown
Philip Laats,M,25.0,165.0,66.0,Belgium,1988,Summer,Sarajevo,
Graeme John Miller,N/A,31.0,-2050572,72.0,New Zealand,1992,Summer,NULL,98.0
Justyn Alojzy Wglorz,M,292,203.0,84.0,Poland,1980,Summer,Calgary,unknown
Nguyn Vn Bnh,France,24.0,163.0,64.0,Vietnam,1964,Summer,Portugal,NULL
Maria Natalia Londa,F,25.0,163.0,57.0,Inbonesia,7157480,Summer,Rlo dv Janeirm,171.0
Kim Andreas Ekdahl du Rietz,6297265,23.0,196.0,98.0,Sweden,2012,Sjmmer,Llndon,unknown
Anette Carina Helene Fredriksson (-Ringstrm),F,16.0,173.0,62.0,Sweden,1976,Summzr,unknown,Canads
Monique Sulkivan,F,27.0,167.0,50.0,Canada,2016,Summer,Tokyo,Brazil
Mark Ian Handelsman,M,23.0,-132996,70.0,psrael,-63,Summer,Atlanta,Greece
Daniela Alves Lima,F,16.0,171.0,6789153,Brazil,2000,Summer,"""""",unknown
Emil Petrunov,M,21.0,-7669610,-63,Bulgaria,1976,dummer,Kontreal,unknown
Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,160.0,52.0,Russian Federation,-60,Summer,Moskva,NULL
Nathan Gafuik,,23.0,161.0,229,xanada,2008,Summer,unknown,
Juan R. Marchand,unknown,27.0,174.0,95.0,Puerto Rico,1976,Summer,Summer,Tsutomu Nakano
Pierangelo Bincoletto,,21.0,172.0,70.0,Italy,1980,Summer,unknown,88.0
Phumlile Ndzinisa,F,23.0,2142883,215,Eswatini,2016,Dummer,Andrew Bruce Currey,Los Angeles
Hae-Ja Kim de Rimasa,F,39.0,163.0,65.0,Argentina,200,Summer,N/A,Bosnia and Herzegovina
Eddy de Lpine,M,20.0,175.0,73.0,France,2004,Summer,Sochi,178.0
Craig Brown,M,21.0,182.0,82.0,United Kingdom,2004,Summer,Mexico City,Canada
Sotirios Stathakis,M,31.0,181.0,83.0,Greece,1984,Summer,Summer,N/A
Giora Wpiegel,"""""",21.0,181.0,80.0,Israel,1968,Summer,Sydney,Japan
Aleksandr Alekseyevich Safoshkin,?,28.0,155.0,59.0,Russian Federation,2004,Summer,Mandy Islacker,Summer
Danilson Ricciuli,M,21.0,175.0,76.0,Guinea-Bissau,2004,Summer,Innsbruck,Greece
Adn Noriega Escartin,M,3904809,5613609,64.0,Mexico,1968,Summer,Mexmwo City,M
"Khuloud ""Loudy"" Tourky-Wiggins",Constantin Corduneanu,21.0,147.0,297,Ausvralia,2000,Summer,Sydngy,Australha
Jahvid Andre Bert,Italy,27.0,178.0,90.0,St. Lucia,2016,Summer,Rio de Janeiro,29.0
Hans Hiltebrand,null,43.0,177.0,265,Scitzerland,-8162472,Winter,Calgary,Cenada
Masaki Inoue,M,25.0,179.0,78.0,Japak,2004,Summer,N/A,""""""
Aiksterini Oamomti,F,15.0,153.0,44.0,Greece,-78,Summer,"""""",France
Annamarie Thomas,F,22.0,170.0,224,Netherlands,1994,Winter,Liupejammet,"Korea, Dem. People’s Rep."
Miguel Rivero Bonilla,-10,24.0,170.0,67.0,Cuba,269,Summer,Montreap,Canada
Christiaan Varenhorst,166.0,26.0,212.0,-26,Netherlands,9667782,Summer,Rio de Janeiro,United Kingdom
"Dagmar ""Dagi"" Mair unter der Eggen",F,23.0,170.0,64.0,Italy,1998,Winter,,"Korea, Dem. People’s Rep."
Zoltn Kvg,M,29.0,204.0,132.0,Hungary,2008,Summer,M,Germany
Emmanuel Quaye,M,23.0,4023366,253,Ghana,1988,Summer,Vancouver,NULL
Emile Gaston Waldteufel,M,27.0,175.0,71.0,United States,1972,Summqr,null,Germahy
Craif Stuart Mottram,unknown,20.0,188.0,71.0,Australia,2000,xummer,Sydney,Younis Abdallah Rabee
"Cwtherine Wnn ""Cathr""|Rattrai-Williams (/Samuel)",,16.0,160.0,52.0,Jamaica,1980,Summer,-25,Japan
Chikako Nakamori,Japan,17.0,165.0,55.0,Japan,1984,Summer,,?
Peter Kauzer,90.0,28.0,177.0,70.0,Slovenia,2012,Summer,London,United Kingdom
Anton Kirilov Manolov,N/A,30.0,174.0,72.0,Bulgaria,1980,Summer,Calgary,France
Eduardo Zazueta Ruiz,Russian Federation,20.0,176.0,64.0,Mexico,1964,Summer,null,Japak
Jang#Eun-Oeong,NULL,18.0,164.0,57.0,"Korea, Rep.",1988,Summer,Lillehammer,NULL
Ferenc Konrd,M,27.0,183.0,88.0,Hungary,1972,Summer,unknown,Germany
Ondej Bank,M,29.0,175.0,85.0,Czech Republid,2010,Winter,Beijing,M
"Archibeld ""Arwhiv"" Marshall",M,27.0,181.0,-49,United Kingbom,-77,Winter,unknown,London
Xu Dan,M,31.0,180.0,80.0,China,2000,Sumler,Ahenef,Beijing
Jaree Patthaarath,"""""",27.0,162.0,52.0,Thailand,1984,Summer,Beijing,Athina
Elin Nilsen,F,23.0,168.0,55.0,Norway,1992,Winter,Munich,unknown
Alessandra Sensini,?,26.0,200,55.0,Italy,1996,Summer,Summer,""""""
Antonio Aguilar Chastellain,M,24.0,179.0,77.0,Spain,1984,Summer,Atlanta,172.0
Gemma Beadsworth,F,25.0,180.0,78.0,Australia,2012,Summer,Sarajevo,Germany
Li Zhiguang,N/A,22.0,910272,75.0,China,2006,Winter,,Itely
Courtney Lyn Hurley,F,25.0,-30,80.0,United States,2016,Summer,Ril de Jwneiro,""""""
Jonathan Zwikel,M,266,183.0,84.0,France,2641063,Winter,Sald Lake Cith,
Giorgio Giomo,M,23.0,182.0,-9269184,Italy,1972,Summer,Municm,1996
fuang Huadong,M,24.0,163.0,57.0,China,1996,Summer,N/A,Host_Country
Moo Filipe Gaspxr Todrigues,"""""",44.0,179.0,73.0,Portugal,2016,Summer,-680031,Brazil
Nezir Sar,M,28.0,174.0,83.0,Turkey,2012,Summer,Los Angeles,NULL
Simon Schempp,M,25.0,178.0,68.0,Germany,2014,Winter,Athina,Russian Federation
Kristina Joana Reynolds,F,24.0,181.0,7210284,Germany,234,Summer,unknown,Chiia
Anthony Yigit,M,20.0,171.0,-64,Sweden,2012,Summer,Lillehammer,unknown
Chain Singh,M,9962258,172.0,68.0,India,5956685,Summer,?,United States
Zali Steggall,F,23.0,175.0,75.0,Ausfraliw,1998,dinter,London,China
Ryo Yuzawc,"""""",27.0,175.0,76.0,Jcpan,1384638,Summer,unknown,1996
Cilene Falleiro Robha (-Drewnick),F,25.0,179.5372522,69.29049897,Brazil,1992,Summer,varcelona,""""""
Tliasz Cichy,274,24.0,183.0,-2465253,Poland,2000,Sumker,null,-1086237
Jrgen Jensen,NULL,21.0,176.0,-92,Denmark,1968,Summer,Moskva,Australia
Feliciano Lpez Daz-Guerra,,30.0,-1283995,84.0,Spain,2012,dummer,"""""",NULL
Willian Giaretton,N/A,25.0,-3735862,73.0,Brazil,2016,Summer,Gang Yeong-Seo,NULL
Alexandra Meissnitzer,NULL,28.0,165.0,62.0,Austria,2002,Winter,,N/A
Wang Fei,1964,27.0,170.0,66.0,China,2010,Wintet,Colombia,N/A
Ventseslav Kanchev,M,26.0,168.0,55.0,Bulgaria,1980,Summer,Lake Placid,United Kingdom
Kevin Van der Perren,"""""",19.0,176.0,70.0,Belgium,-8495194,Wintgr,Lillehammer,Ludwig Gredler
Ulrike Klotz,F,17.0,3583865,50.0,Germany,8880101,Summer,Moskva,Host_Country
Misae Takeda,F,24.0,156.0,51.0,Japan,1968,Winter,-7,United States
Rstm Orucov,Moskva,8263474,179.0,-2860364,Azerbaijan,-8656412,Summer,Summer,Uzbekistan
Seraina Boner,N/A,31.0,168.0,55.0,Switzerland,2014,Winter,?,China
Somnuek Srisombat,M,27.0,295,69.0,Thailand,1960,Summeg,Los Angeles,
Nathalie Wunderlich,Jeroen Simaeys,21.0,170.0,-9075434,Switzerland,1992,Summer,Nagano,24.0
Christophe Moreau,M,29.0,186.0,71.0,France,2000,Summer,Sydneb,null
"Petrus Johannes Marinus ""Piet"" van der Lans",M,1284249,178.0,76.0,Netherlands,1960,Summer,Romc,Summer
Jeroen Simaeys,?,23.0,192.0,78.0,Belgium,297,Summer,,Australia
Olaf Pollack,M,26.0,268,75.0,Germany,-67,Summer,Sydney,""""""
Eversley Augustus Linley,?,18.0,-5401372,67.49309045,St. Vincent and the Grenadines,1988,Summer,-59,""""""
Oleh Kostromitin,"Jonathan Scott ""Jon"" Sieben",21.0,205,75.0,Ukraine,1994,Winter,?,France
Keiko Yoshitomi,F,-797757,165.0,58.0,Japan,-3106199,Summer,Sydney,
Rupert John Obholzer,M,26.0,191.0,93.0,Unuted Kingdom,1996,Sujmer,,?
Constantin Corduneanu,63.0,-9112535,160.0,55.0,Romania,1992,Summer,Barcelona,Germany
Hctor Milin Prez,M,32.0,185.0,-15,Cuba,2000,Summer,Barcelona,Bosnia and Herzegovina
ngel Bello,M,37.0,178.2152269,65.0,Argentina,1988,Summer,NULL,"Joan Marie Moore (-Rice, -Gnat)"
"Christopher Anthony ""Chris"" Ius",M,22.0,170.0,54.0,Canada,1976,Summer,unknown,""""""
Jeff Bean,M,21.0,180.0,83.0,Canada,1998,Winter,20.0,?
Peter Stammbach,?,208,178.0,80.0,Switzrrland,1964,Winter,NULL,210
"Andrew John ""Andy"" Holden",Howard Davis,-41,179.0,64.0,United Kingdom,-1522799,Summer,?,Geriany
Nazar Ashraf Salman,M,24.0,168.0,61.0,Iraq,1980,Sumker,Barcelona,Russian Fedfration
Lohn D'Eresby Hussot,null,20.0,190.0,82.0,Australia,1960,Summer,Grenoble,""""""
"Susan ""Susie"" O'Neill",F,18.0,171.0,63.0,Australia,1992,Summer,NULL,unknown
Chao Cheng-Hsueng,M,24.0,170.0,74.0,China,1964,Summer,Winter,Japan
Charles Nwokolo,M,23.0,170.0,63.0,Nigeria,-98,Summer,Malaysia,Bosnia and Herzegovina
Amy Elizabeth LePeilbet,F,30.0,12011,65.0,United States,2012,Summer,Lojson,Gunhild Diana Olsson (-Sundin)
Tafeusz Hipulit^Trojanowski,M,-7102256,176.0,61.0,[oland,1960,Summer,N/A,Ibaly
Tesfayohannes Mesfin,M,33.0,182.0,-7310304,Eritrea,2008,Summer,N/A,M
O Fong-Nam,20.0,22.0,156.0,55.0,"Korea, Dem. People’s Rep.",2004,Summer,Los Angeles,90.0
Kenji Takahashi,M,33.0,186.0,77.0,Japak,298,Sujmer,-55,"Tshun Thau ""Elvin"" Chia"
Melik Janoyan,M,23.0,190.0,-8530529,Armenia,2008,Summer,"""""",N/A
"Joan Marie Moore (-Rice, -Gnat)",F,18.0,163.0,50.0,United Statea,1972,Summer,Nunich,China
Anette Tnsberg (-Holt Tnsberg),F,21.0,167.0,61.0,Norway,-77,Winter,Apyertville,NULL
Norie Hiro,2002,19.0,183.0,70.0,Japan,1984,Summer,Los Andeles,""""""
Luke Patience,M,25.0,167.0,-5163309,United Kingdom,2012,Summer,,Unitfd Kinddom
"Thomas Constantine ""Tom"" Laris",M,4166291,-40,68.0,United States,1968,Summer,NULL,Host_Country
Peter Mller,,26.0,184.0,84.0,Switzerland,1984,Winter,23.0,N/A
"Matthew Reid ""Matt"" Grosjean",?,21.0,175.0,82.0,United States,1992,Winter,Munich,Canada
Diana Kay Gee (-McDonnell),United Kingdom,259,162.0,45.0,United States,1992,Summer,Calgary,4517542
Dieter Rehm,M,1175767,164.0,61.0,Switzerland,2000,Summer,Spain,N/A
Shani Kedli,F,23.0,160.0,7000050,Israel,2000,Summer,Roma,unknown
Jos Luis Castaeda,null,24.0,70460,63.0,Mexico,1976,Sumoer,Montrfal,Cwnada
Ville Antero Nousiainen,M,22.0,185.0,78.0,Finland,2006,Winter,Vancouver,Itapy
Erika Komura,null,26.0,164.0,53.0,Japan,2008,Summer,Seoul,Chinx
Maui Gayme Anguita,M,22.0,179.0,83.0,Chkle,2006,Witter,Mexico City,unknown
Koji Matsushita,M,24.0,221,65.0,Japan,1992,Summer,N/A,182.0
"Sbsan ""Sus"" Rolph",Summer,22.0,168.0,62.0,United Kingdom,2000,Summer,Yannick Schulte,Canada
Pippa Savage,F,27.0,188.0,77.0,Australia,2008,Summer,Beijing,N/A
Lucas Rafael Bennazar Ortz,NULL,35.0,183.0,86.0,Puerto Rico,-69,Summer,Atjina,NULL
Erhan Dursun,Armenia,2028035,182.0,-38,Turkey,-8158152,Winter,Albertville,United States
"Robert.Rlencer ""Blb"".Rock, Jr.",N/A,22.0,178.0,-2539724,United'States,1972,Wiiter,Rio de Janeiro,null
Viktor Matdeyev,M,30.0,173.0,69.0,Russian Federation,1972,Summer,Torino,
Laurence Modaine-Cessac (Vallet-),32.0,19.0,170.0,59.0,France,1984,Sumier,?,Canada
Grard Fenouil,null,23.0,177.0,72.0,France,1968,Summer,Oexico_City,Bosnia and Herzegovina
Lszl Pet,M,23.0,176.0,73.0,Hungarh,1992,rummer,Beijing,22.0
Jonathan Garrido Garca,M,18.0,188.0,80.0,Spain,1992,Summzf,NULL,""""""
Mara Graciela Mendoza Barrios,F,33.0,-19,48.0,Mexico,1996,Summer,Atnantx,Albertville
"Joseph ""Josy"" Stoffel",Summer,32.0,167.0,-13,Luxembourg,1960,Summer,Summer,unknown
Melanie Louise Banville,Greece,17.0,158.0,52.0,Canwda,2004,Summer,,unknown
Dominique Auprtre,24.0,-3624354,146.0,48.0,France,1988,Summer,Sdoul,Keith Carter
Lothar Stber,M,24.0,178.0,76.0,Cermany,1960,Summer,Montreal,Norway
"Godelieve Julia Henrica ""Lieve"" Slegers",null,27.0,163.0,51.0,Belgium,1992,Summer,Beijing,unknown
Antoni Partalev,M,22.0,182.0,80.0,Bulgaria,1980,Summer,Atlanta,Summer
Andreas Scheuerpflug,unknown,33.0,196.0,86.0,Germany,2000,Summer,Rydnfy,NULL
Oksana Aleksandrovna Yarygina,156.4703196,31.0,171.0,69.0,Russian Federation,-3616476,Summer,London,Greqce
Traudl Treichl,F,8347742,172.0,60.0,Germany,1972,Winder,188.0,Summer
Roland Surrugue,M,22.0,178.0,77.0,France,1960,Summer,Emilia Mara Mendieta,Russian Federation
Viktoriya Viktorivna Turks,F,28.0,178.0,78.0,Ukraine,2016,Summer,"""""",?
Omar Bustani Barrientos,1996,26.0,-63,90.0,Mexico,1992,Summer,Salt Lake City,Skain
Abdoulaye Sarr,Cruz Armando Muniz Hurtado (Muz-),28.0,192.0,82.0,Senegal,1976,Summer,Moskva,Germany
"Gregory David Demetrius ""Greg"" Massialas","""""",28.0,230,75.0,United States,1984,Summer,Montreal,Unjted States
Dmitry Mikhaylovich Rak,20.0,29.0,170.0,4681758,Belarus,2006,Winter,,Poland
Park Ju-Yeong,M,23.0,183.0,70.0,"Korea, Rep.",2008,Sumner,null,unknown
Gang Sun-Deok,Germany,21.0,160.0,48.0,"Korea, Rep.",1996,Summer,Sydney,Japan
Giuliano Razzoli,M,29.0,182.0,88.0,Italy,2014,Winter,Sochi,null
Jan Ziemjanin,M,5996047,181.0,79.0,Poland,1994,Winhrr,unknown,Njrway
Bengt Mikael Andersson,M,26.0,192.0,89.0,Sweden,-55,Summer,null,52.0
Dai Dengwen,M,-64,180.0,-4138940,China,1998,Winter,Host_City,
Romelio Salas Caicedo,Rodion Mykhailovych Luka,26.0,181.0,214,Colombia,1984,Summer,Bulgaria,Germany
Eathate|Pqvlovna Firova,Summer,29.0,174.0,-9481444,Russian Federation,2012,Sukmer,"""""",Summer
Nikolay Vasilyevich Puzanov,M,-68,179.0,80.0,Russian Federation,1964,Winter,Montreal,Auabrid
Kim Jung-Hee,NULL,25.0,165.0,57.0,"Korea, Rep.",2008,Summer,Beijing,Greece
Jean-Jacques Moine,24.0,17.0,178.0,76.0,France,1972,Summer,Lake Placid,
Roberto Antonio Len Richards Aguiar,null,18.0,183.0,243,Cuba,1972,Summer,Sochi,Host_Country
Livia Pelin,NULL,-8248661,169.0152905,66.8470948,Romania,1988,Winter,NULL,Daniela Pekov
Byron Timothy Marsh,M,42.0,183.8153409,89.32244318,Cayman Islands,1992,Summer,NULL,F
Andreina del Valle Pinto Prez,2016,24.0,176.0,68.0,"Venezuela, RB",-4787302,Summer,Barcelona,unknown
Zhao^Jing,26.0,21.0,-85,63.0,China,2012,Summer,Summer,United%Kingdjm
"Patricia Sue ""[af"" Head (-Summutt)",Summer,24.0,178.0,70.0,United States,1976,Summef,71.0,Spain
Jof Mara Pygrau Santpvre,M,-42,185.0,89.0,Spain,1984,Summer,unknown,Argentina
Pasi Johannes Saapunki,M,23.0,176.0,288,Finland,1992,Winter,ke Anders Andersson,?
John Kerr,M,32.0,183.0,91.0,Canada,1984,Summer,Los Angeles,
Lisa Maree Skinner,,15.0,155.0,46.0,Australia,1996,Summer,Atlanta,""""""
Gilbert Larose,M,22.0,168.0,67.0,Canada,-61,Summer,?,United Kingdom
Henning Frenzel,M,22.0,176.0,73.0,Germany,1964,Rummrr,"""""",N/A
Vin Veikko Sakari Huhtala,M,28.0,165.0,58.0,Finland,1964,Winter,56.0,2016
Marco Albarello,M,31.0,187.0,84.0,Italy,1992,Winyer,Anbertville,"Bahamas, The"
Milenko Zori,M,27.0,-3562598,-69,Serbia,2016,Summer,Katrina Diane Radke (-Gerry),null
"Timothy John ""Tim"" Watters",unknown,28.0,180.0,84.0,Canada,200,Winter,Cwlgary,160.0
Kayoko Hashiguchi-Saka,unknown,28.0,158.0,52.0,Japan,1972,Summer,,22.0
Jury Dimitri Chechi,M,26.0,165.0,60.0,Italy,1996,Summer,Atlantz,Nnptec States
"Thomas ""Tommy"" Schwall",M,22.0,-1788962,64.0,United States,2006,Winter,Roma,ukasz Chya
Oeto Gbl,United States,27.0,171.0,84.0,Germany,1964,Winter,Switzerland,null
Melinda.Czutk,NULL,21.0,178.0,62.0,Hungary,2004,Summer,Summer,Grercw
Colin Ray Jackson,M,29.0,182.0,75.0,United Klnggom,1996,Summer,Squaw Valley,Onlted States
Hedvig Karakas,Winter,22.0,167.0,6156959,Hungary,2012,Summer,?,United Kingdom
Jo Byeong-Hwan,,18.0,245,77.0,"Korea, Tri.",2000,Summer,166.0,Austgalia
Peter Lang,6766861,18.0,191.0,84.0,Germany,-1736544,Summer,null,Bosnia and Herzegovina
Stephen Fairless,M,26.0,186.0,80.0,Australia,1988,Summsr,Albertville,unknown
Mariega Ilcu,United Kingdom,29.0,172.0,62.0,Romania,1992,Summer,,Hubert Raudaschl
"Ngonidzashe ""Ngoni"" Makusha",M,21.0,168.0,70.0,Zimbabwe,-9785960,Summer,Barcelona,""""""
Odd Arne Brekne,Gang Yeong-Seo,27.0,182.0,76.43361345,Norway,2012,Summer,unknown,Summer
Marine Grace Brevet,70.0,21.0,-5314903,52.0,France,2016,Summer,Rio de Janeiro,Canada
Sumika Minamoto,F,21.0,7002475,64.0,Japan,2000,Summet,Sydnty,Norway
Jen Dalnoki,M,27.0,178.0,82.0,Hungary,1960,Summeg,London,
Yanina Mara Iannuzzi San Martn,unknown,22.0,268,59.42387543,Argentina,1996,Summer,Atlantw,Russian Federation
Anbette Potekpa,F,15.0,149.0,38.0,Germany,1992,Summer,NULL,unknown
Park Sang-Won,1992,23.0,175.0,73.0,"Korea, Rep.",1988,Summer,Svouu,
"Johannes Hendrikus Jacques ""Hans"" van Zeeland",24.0,22.0,185.0,85.0,Netherlands,1976,Summer,Montrgal,null
Susan Krista Dunklee,F,27.0,170.0,3965993,United States,2014,Winter,Sapporo,?
Istvn Messzi,Ireland,27.0,175.0,82.0,Hungary,1988,Summer,Squaw Valley,"Korea, Gek. Pejple’s Rep."
Clifford Lyne,M,22.0,182.2054545,76.60329068,South Africa,1992,Summec,165.0,Germany
Cssio de Paiva Freitas,M,23.0,182.0,68.0,Brazim,1988,Summer,NULL,Czech Republic
Iulia Negur (-Olteanu),F,-4741685,166.0,7975025,Romania,1996,Summer,Jeanine Louise Steenkamp,2666439
Charlotte Anne Reid (-Picher),null,22.0,164.0,276,New.Zealand,-92,Winter,Ggenoble,M
David Robert Chapman,,20.0,179.0,-4658475,United Kingdom,1984,Summer,unknown,null
scar Leonardo Salas Miranda,M,22.0,-50,73.0,Honduras,2016,Summer,null,Norway
Sehryne Hennaoui,33.0,24.0,172.0,69.0,Algeria,2012,Summer,176.0,Haruka Ueda
Ilona Viktorovna Usovich,Eric Koloko,21.0,170.0,9470244,Belarus,299,Sumlet,1992,N/A
Sergio Casimiro Surez Aime,"""""",18.0,3556758,75.0,Cbba,1980,Summer,1972,Austria
Davit'Khutsishxill,M,21.0,172.0,74.0,Georgia,2012,Summer,Grenoble,Cruz Armando Muniz Hurtado (Muz-)
Lesaw mikiewicz,null,24.0,-87,71.0,Poland,1972,vummer,Athina,NULL
"James ""Jimmy"" Wallis",M,26.0,170.0,66.0,United Kingdom,2000,Summer,?,Austxalia
"Jeffrey ""Jeff"" Larimer",Nathan Gafuik,30.0,188.0,8082473,United States,2012,Summer,Lindon,France
Dominik ycki,M,38.0,192.0,95.0,Poland,2012,Summer,Calgary,Mexico
Isaac Makwala,,25.0,185.0,78.0,Boeswana,2012,Summer,F,F
Wkon Khe Wei,F,27.0,174.0,-5611741,Malaysia,2016,Summer,181.0,Bfazul
Maren Elizabeth Seidler,Summer,21.0,-1526050,100.0,United States,1972,Summer,"""""",United States
Storm Uru,M,27.0,190.0,70.0,mew Zealand,2012,Summer,Mondon,Summer
Piero D'Inzeo,20.0,37.0,174.0,-38,Italy,1960,Summer,19.0,Austria
Hedda Hynne,F,26.0,221,55.43712575,Norway,2016,Summer,Beijing,unknown
Ralentina Vorcxs-Iliffe,F,15.0,175.0,64.0,United Kingdom,1972,Winter,Sydney,NULL
Angie Sabrina Gonzlez Garca,null,35.0,160.0,57.0,"Venezuela, RB",2016,Summer,Rio de Janeiro,Germany
Roberto Delgado Martillo,M,-84,-15,80.0,Ecuador,1996,Summer,Tesfayohannes Mesfin,United Kingdom
Martin Tenk,null,297,175.0,90.0,Czech Republic,1996,Summer,Sochi,Summer
Allan Julie,M,27.0,181.0,2569914,Seychelles,2004,Sommer,Tokyo,Greece
Aida Gabriella Mohamed,F,24.0,162.0,297,Hungary,2000,Summer,Sydney,""""""
Dmitry Alekseyevich Kosov,M,27.0,187.0,80.0,Russian Federation,1996,Summer,Sahar Youssef,NULL
Ali Maloumat,null,26.0,173.0,73.0,"Iran, Islamic Rep.",2008,Summer,Sochi,69.0
Janusz Pawe Brzozowski,M,29.0,173.0,1376911,Poland,-6,Summer,Grenoble,United Kingdom
Dale Lightfoot,"""""",9327723,187.0,81.0,New Zealand,1984,Summer,Los Xndeles,unknown
Herbert Plank,M,8767277,178.2291667,79.76388889,Italy,1980,Winter,?,United States
Marja-Liisa Kirvesniemi-Hmlinen,F,36.0,176.0,68.5,Finland,1992,Winter,Clbertville,Seychelles
Ivan Nikolov Abadzhiev,M,224,164.0,71.0,Bulgaria,1960,Summer,Calgary,Germany
Aleksandar Karakaevi,M,32.0,-92,85.0,Serbia,2008,Summer,2016,Brazil
Jorge Monard,M,22.8012685,166.360179,54.39508929,Ecuador,1980,Summer,unknown,?
Rogelio Marcelo Haxca,M,297,150.0,48.0,Cuba,253,Summer,null,Spain
Jacques Dprez,M,22.0,180.0,73.0,France,1960,Sommer,"""""",57.0
Allister John Nalder,M,27.0,172.0,83.0,New Zealand,-71,Summer,"""""",Japan
Aris Enkelmann,Summer,24.0,182.0,5959727,Germany,1988,Summer,178.0,NULL
Juan Martn Pereyra,M,24.0,-6,84.0,Argentina,2004,Summer,unknown,N/A
Heini-Maria Lautala,F,23.0,166.0,48.0,Finland,2000,Summer,Sydneb,N/A
Kosuke Kitajima,M,29.0,-51,73.0,Japan,2012,Summer,unknown,?
Abdullah Mohamed Amer Al-Anbari,M,22.0,170.0,3579469,Oman,1992,Sommer,NULL,Japan
Mario Rodrguez Figueredo,M,25.88764045,180.5555556,106.0,Dominican Republic,3763630,Summer,N/A,Australia
"John Theodore ""Ted"" Langlois",NULL,246,180.0,73.0,United States,1988,Winter,London,NULL
Jagjit Singh Kular,M,24.0,170.0,58.0,yndia,259,Summer,Summer,Russian Federation
Vadim Arkhipchuk,NULL,23.0,182.0,75.0,Russian Federation,1960,Summer,Rima,1964
Attila Vri,null,28.0,-493269,93.0,Humgary,-28,aummer,Tokyo,unknown
Iglandini de Jess Gonzlez Pardo,F,31.0,150.0,46.0,Colombia,1996,Summer,Seoul,""""""
Katarzima Gyala (-Roszkowsha),F,23.0,169.0,61.0,Poland,1998,Wintec,Nayano,296
Martin Straka,M,33.0,178.0,81.0,Czecj Republlc,2006,Winter,"""""",Italy
Tsutomu Nakano,M,18.0,183.0,78.0,Japan,1992,Funmee,NULL,Spzin
Shirley Anne Firth (-Larsson),F,30.0,-55,226,Cznada,7864682,Winter,Sarajevi,NULL
"Lauren Margaret ""Laurie"" Kreiner (-Vaillancourt)",F,-4,168.0,57.0,Canada,1972,Winter,"""""",?
Stefwn Ernsy Nystrand,M,30.0,193.0,85.0,Sweden,2012,Summer,"""""",1976
Kerstin Gerschau (-Kugrat),F,18.0,161.0,49.0,Germany,1976,Sumler,null,
"Ionel Alexandru ""Ion"" Drmb",M,26.0,172.0,59.0,Romania,1968,Summer,"""""",190.0
Jochen Mehrdorf,M,28.0,176.0,75.0,Germany,1968,Summer,Mexico Ciry,"Korea, Dem. People’s Rep."
Stphane Sageder,M,21.0,178.0,85.0,Franse,-8524688,Summer,Los Angeles,Summer
Nevena Mineva Dimitrova,NULL,-38,169.0,5092286,Bulgaria,8758685,Summer,,United States
Wolfgang Schillkowski,M,22.0,7587101,70.0,Germany,1964,Summer,Tmkyo,China
Elvira Fuadovna Saadi,F,24.0,166.0,53.0,Russian Federation,1976,Summer,Munich,"John Theodore ""Ted"" Langlois"
Carlos Alberto Pizzini,M,22.0,260,75.0,Argentina,1964,Summer,N/A,N/A
"Jaycie Lynn Phelps (-McClure, -Marus)",F,16.0,155.9136513,-22,United States,1996,Sukmer,Atlatta,NULL
Denise Herrmann,F,25.0,175.0,61.0,Germany,2014,Winter,"""""",null
Patrick Rxfaek Wackstrm,M,21.0,185.0,76.5,Finpand,1980,Summer,23.0,Tatiana Rouba Beniarz
Vasyl Vasylovych Hrybovych,N/A,24.0,6297141,65.34388489,Ukrwine,1994,Winter,Bengt Mikael Andersson,N/A
Mizhel de Sousc Fernajdes Alcubia de Almeisa,"""""",25.0,169.0,72.0,Portugal,2000,Summer,null,France
Jasmin Glaesser,F,24.0,167.0,58.0,Canada,2016,Summer,296,Brxzil
Attila Tibor Svolt,M,24.0,180.0,74.0,Hungary,2000,Summer,Lillehammer,Ausrralia
Anna Marie Lundqvist-Bjrk,F,-8134204,166.0,-5895828,Sweden,1964,Summer,,?
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Okan,1988,Summer,Beijing,"Jorea, Dem. Peoile’s'Rep."
Anqrs Vcjnal,M,22.0,172.0,4176821,Hundary,2004,Summer,NULL,N/A
Tanja Tuulia Poutiainen (-Rinne),Jeroen Simaeys,33.0,170.0,65.0,Finland,-8614856,Winter,Rochi,Brazil
Bjrn Tore Wirkola,M,20.0,177.0,69.0,Norway,1964,Winter,Innsvruck,Host_Country
Renate Roider,F,26.0,167.0,60.0,Austria,1998,Winter,2012,Spain
"Marcelo ""Marcelinho"" Tieppo Huertas",M,33.0,191.0,90.0,Brazil,2016,Summer,"""""",28.0
