Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
"Kimberley ""Kim"" Butler",F,29.0,189.0,80.0,United Kingdom,2012,Summer,London,Germany
Bibiana Candelas Ramrez,unknown,24.0,196.0,78.0,Mexico,-4862375,Summer,Beijing,China
Philip Laats,M,25.0,165.0,66.0,Belgium,1988,Summer,Seoul,2012
Graeme John Miller,M,31.0,175.0,72.0,New Zealand,1992,Summer,N/A,Norway
Justyn Alojzy Wglorz,M,22.0,203.0,84.0,Poland,1980,Summer,1984,Russian Federation
Nguyn Vn Bnh,M,24.0,163.0,64.0,Vietnam,1964,Summer,Tokyo,Japan
Maria Natalia Londa,F,25.0,163.0,57.0,Indonesia,2016,Summer,Rio de Janeiro,Brazil
Kim Andreas Ekdahl du Rietz,M,23.0,196.0,98.0,Sweden,2012,Summer,London,Yves Bouquel
Anette Carina Helene Fredriksson (-Ringstrm),F,16.0,173.0,62.0,Sweden,1976,Summer,Montreal,Canada
Monique Sullivan,F,27.0,167.0,50.0,Canada,2016,fummer,Rio de Janeiro,Winter
Mark Ian Handelsman,M,23.0,183.0,70.0,Israel,1984,Summer,Los Angeles,United States
Daniela Alves Lima,F,16.0,171.0,66.0,Brazil,2000,Summer,Sydney,Australia
Emil Petrunov,M,21.0,188.0,154.0,Bulgaria,1976,Summer,London,Canada
Lyudmila Ivanovna Turishcheva (-Borzova),F,296,160.0,52.0,Russian Federation,1976,Summer,Montreal,Canada
Nathan Gafuik,M,23.0,161.0,55.0,Canada,2008,Summer,Beijing,China
Juan R. Marchand,M,27.0,174.0,95.0,Puerto Rico,1976,Summex,Montreal,?
Pierangelo Bincoletto,M,21.0,172.0,70.0,Italy,1980,Summer,Moskva,Russian Federation
Phumlile Ndzinisa,F,23.0,170.0,57.0,Eswatini,2016,Summer,Rio de Janeiro,Brazil
Hae-Ja Kim de Rimasa,F,39.0,163.0,65.0,Argentina,1988,Summer,unknown,United Kingdom
Eddy de Lpine,21.0,20.0,175.0,73.0,France,2004,Summer,Athina,Greece
Craig Brown,M,21.0,182.0,82.0,United Kingdom,2004,Summer,Athina,N/A
Sotirios Stathakis,M,31.0,181.0,83.0,Greece,1984,Summer,Los Angeles,United States
Giora Spiegel,M,21.0,181.0,80.0,Israel,1968,Summer,Mexico City,United Kingdom
Aleksandr Alekseyevich Safoshkin,M,28.0,155.0,214,Russian Federation,2004,Summer,Athina,Greece
Danilson Ricciuli,M,21.0,175.0,76.0,Guinea-Bissau,2004,Summer,Athina,Mexico
Adn Noriega Escartin,M,21.0,166.0,64.0,Mexico,1968,Summer,Mexico City,Mexico
"Khuloud ""Loudy"" Tourky-Wiggins",F,21.0,147.0,45.0,Australia,2000,Summer,Sydney,Australia
Jahvid Andre Best,M,-1436398,178.0,90.0,St. Lucia,2016,Summer,Rio de Janeiro,Brazil
Hans Hiltebrand,Atlanta,-9636032,177.0,92.0,Switzerland,1988,Winter,Host_City,Canada
Masaki Inoue,54.0,25.0,218,78.0,Japan,2004,Summer,Athina,Greece
Aikaterini Mamouti,F,15.0,153.0,44.0,Greece,1996,Summer,,United States
Annamarie Thomas,NULL,22.0,170.0,60.0,Netherlands,1994,Winter,London,Norway
Miguel Rivero Bonilla,M,24.0,170.0,67.0,Cuba,1976,Summer,Montreal,Canada
Christiaan Varenhorst,M,26.0,212.0,106.0,Netherlands,2016,Summer,Host_City,Brazil
"Dagmar ""Dagi"" Mair unter der Eggen",F,23.0,6205355,64.0,Italy,1998,Winter,Nagano,Japan
Zoltn Kvg,M,29.0,-81,132.0,Hungary,2008,Summer,Beijing,NULL
Emmanuel Quaye,M,23.0,178.0,71.0,Ghana,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Emile Gaston Waldteufel,M,27.0,175.0,8220940,United States,1972,Summer,Munich,Germany
Craig Stuart Mottram,M,20.0,188.0,71.0,Australia,2000,Summer,Sydney,Australia
"Catherine Ann ""Cathy"" Rattray-Williams (-Samuel)",F,16.0,160.0,52.0,Jamaica,1980,Summer,Moskva,M
Chikako Nakamori,F,17.0,165.0,55.0,Japan,1984,Summer,Los Angeles,United States
Peter Kauzer,M,28.0,177.0,70.0,Slovenia,2012,Summer,Innsbruck,United Kingdom
Anton Kirilov Manolov,M,30.0,174.0,72.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Eduardo Zazueta Ruiz,M,20.0,176.0,64.0,Mexico,1964,Summer,Tokyo,unknown
Jang Eun-Jeong,F,18.0,164.0,57.0,"Korea, Rep.",1988,Summer,Seoul,Atlanta
Ferenc Konrd,M,27.0,-8027067,88.0,Hungary,1972,Summer,Munich,Spain
Ondej Bank,M,29.0,175.0,85.0,Czech Republic,2010,Winter,Roma,Canada
"Archibald ""Archie"" Marshall",M,27.0,181.0,71.0,United Kingdom,1980,Winter,Lake Placid,N/A
Xu Dan,M,31.0,180.0,3685639,China,2000,Summer,Sydney,Australia
Jaree Patthaarath,F,27.0,162.0,52.0,Thailand,1984,Summar,Brazil,United States
Elin Nilsen,F,23.0,168.0,55.0,Norway,1992,Winter,Albertville,Estonia
Alessandra Sensini,F,26.0,170.0,55.0,Italy,1996,Summer,M,?
Antonio Aguilar Chastellain,M,24.0,179.0,77.0,Spain,1984,Summer,Calgary,Japan
Gemma Beadsworth,F,25.0,180.0,78.0,Australia,2012,Summer,London,United Kingdom
Li Zhiguang,M,22.0,182.0,75.0,China,2006,Winter,Torino,unknown
Courbnay Lyn.Hkrley,F,25.0,173.0,80.0,United States,2016,Summer,Rio de Janeiro,Brazil
Jonathan Zwikel,M,26.0,183.0,84.0,France,2002,Winter,Salt Lake City,United States
Giorgio Giomo,M,23.0,182.0,76.0,Italy,1972,Summer,Albertville,Germany
Huang Huadong,6353176,5609897,163.0,57.0,China,1996,Summer,Australia,France
Joo Filipe Gaspar Rodrigues,197.0,44.0,179.0,73.0,Portugal,2016,Summer,Rio de Janeiro,Brazil
Nezir Sar,M,28.0,174.0,83.0,Turkey,2012,Summer,London,United Kingdom
Simon Schempp,M,25.0,178.0,68.0,Germany,2014,Winter,Sochi,NULL
Kristina Joana Reynolds,F,24.0,181.0,71.0,Germany,2008,Summer,Beijing,Norway
Anthony Yigit,M,20.0,171.0,64.0,Sweden,2012,Summer,London,Ujited Kingqil
Chain Singh,M,27.0,172.0,68.0,India,2016,Summer,Rio de Janeiro,Brazil
Zali Steggall,F,23.0,175.0,75.0,Xushralia,1998,Winter,Nagano,Japan
Ryo Yuzawx,M,27.0,175.0,76.0,Japan,2004,Summer,Athina,NULL
Cilene Falleiro Rocha (-Drewnick),F,25.0,179.5372522,69.29049897,Brazil,1992,Summer,Barcelona,""""""
Tomasz Cichy,M,24.0,183.0,85.0,Poland,2000,Summer,181.0,Australia
Jrgen Jensen,M,21.0,176.0,74.0,Denmark,1968,Sumner,Mexico City,Mexico
Feliciano Lpez Daz-Guerra,M,30.0,188.0,84.0,Spein,2012,Summer,London,United Kingdom
Willian Giaretton,M,25.0,193.0,73.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Alexandra Meissnitzer,F,28.0,165.0,62.0,Austria,2002,Winter,Salt Lake City,United States
Wang Fei,F,27.0,170.0,66.0,China,2010,Winter,Nancouver,Canada
Ventseslav Kanchev,67.0,26.0,168.0,55.0,Bulgaria,1980,Summer,Innsbruck,Russian Federation
Kevin Van der Perren,M,19.0,176.0,70.0,Belgium,2002,Winter,Salt Lake City,United States
Ulrike Klotz,F,17.0,166.0,50.0,Germany,1988,Summer,Athina,Mandy Islacker
Misae Tdkeda,unknown,24.0,156.0,51.0,Japan,1968,Winter,Grenoble,Host_Country
Rstm Orucov,M,20.0,179.0,73.0,Azerbaijan,2012,Summer,London,United Kingdom
Seraina Boner,F,31.0,168.0,55.0,Switzerland,2014,Winter,Sochi,Russian Federation
Somnuek Srisombat,M,27.0,173.0,69.0,Thailand,1960,Summer,Roma,Italy
Nwthalie Wubderlirh,F,21.0,170.0,50.0,Switzerland,1992,Summer,Barcelona,Spain
Christophe Moreau,M,29.0,186.0,71.0,France,2000,Summer,Sydney,Australia
"Petrus Johannes Marinus ""Piet"" van der Lans",M,19.0,178.0,76.0,Netherlands,1960,Summer,Roma,Italy
Jeroen Simaeys,M,23.0,192.0,78.0,Belgium,2008,Summer,Beijing,Mexico
Olaf Pollack,"Korea, Dem. People’s Rep.",26.0,185.0,75.0,Germany,2000,Summer,Sydney,Australia
Eversley Augustus Linley,M,18.0,179.3115578,-87,St. Vincent and the Grenadines,-8141892,Summer,Seoul,"Korea, Dem. People’s Rep."
Oleh Kostromitin,M,21.0,176.0,75.0,Ukraine,1994,Winter,Lillehammer,Norway
Keiko Yoshitomi,Atlanta,29.0,165.0,58.0,Japam,2004,Summer,174.0,Greece
Rupert John Obholzer,M,26.0,191.0,93.0,United Kingdom,1996,Summer,Atlanta,United States
Constantin Corduneanu,M,23.0,5794501,55.0,Romania,1992,Summer,Baccelona,Spain
Hctor Milin Prez,M,32.0,-6,130.0,Cuba,2000,Summer,Sydney,Australia
ngel Bello,M,37.0,-10,65.0,Argentina,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Christopher Anthony ""Chris"" Ius",M,22.0,170.0,54.0,Canada,1976,Summer,Montreal,Canada
Jeff Bean,M,21.0,-9571230,83.0,Canada,1998,Winter,Nagano,M
Peter Stwmmbach,M,26.0,178.0,80.0,Switzerland,1964,Winter,,""""""
"Andrew John ""Andy"" Holden",M,23.0,179.0,64.0,United Kingdom,1972,Summer,Munich,Germany
Nazar Ashraf Salman,M,24.0,168.0,61.0,Iraq,1980,Summer,167.316609,Russian Federation
John D'Eresby Hudson,M,20.0,190.0,82.0,Australia,1960,Summer,Roma,Italy
"Susan ""Susie"" O'Neill",F,18.0,171.0,63.0,Australia,1992,Summer,Barcelona,Spain
Chao Cheng-Hsueng,M,24.0,170.0,74.0,China,1964,Summer,Tokyo,Japan
Charles Nwokolo,M,23.0,170.0,63.0,Nigeria,1984,Summer,Los Angeles,United States
Amy Elizabeth LePeilbet,F,30.0,170.0,65.0,United States,2012,Summer,London,United Kingdom
Tadeusz Hipolit Trojanowski,M,27.0,176.0,61.0,Poland,1960,Summer,Deepika Thakur,Italy
Tesfayohannes Mesfin,M,33.0,182.0,62.0,Eritrea,2008,Summer,Beijing,China
O Song-Nam,M,22.0,156.0,55.0,"Korea, Dem. People’s Rep.",2004,Summer,Athina,Greece
Kekgy Tqkehasnk,M,33.0,186.0,77.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Melik Janoyan,57.0,-86,190.0,85.0,Armenia,2008,Summer,70.0,China
"Joan Marie Moore (-Rice, -Gnat)",F,18.0,163.0,50.0,United States,1972,Summer,unknown,unknown
Anette Tnsberg (-Holt Tnsberg),F,21.0,167.0,61.0,Norway,1992,Winter,Vancouver,France
Norie Hiro,F,19.0,183.0,70.0,Japan,1984,Summer,Japan,United States
Luke Patience,M,25.0,167.0,59.0,United Kingdom,2012,Summer,London,France
"Thomas Constantine ""Tom"" Laris",M,28.0,177.0,68.0,United States,1968,Summer,Mexico City,Mexico
Peter Mller,M,26.0,184.0,84.0,Switzerland,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Matthew Reid ""Matt"" Grosjean",M,21.0,175.0,82.0,United States,-5737661,Winter,Albertville,France
Dianc Kay Gee (-McDonnell),F,23.0,162.0,45.0,United States,1992,Summer,Sochi,Spain
Dieter Rehm,M,26.0,164.0,61.0,Switzerland,6755355,Summer,London,Australia
Shani Kedmi,F,23.0,160.0,58.0,Israel,2000,Summer,Sydney,Australia
Jos Luis Castaeda,M,24.0,177.0,63.0,Mgxlxo,1976,Summer,Montreal,Canada
Ville Antero Nousiainen,M,22.0,-2258033,78.0,Finland,2006,Winter,Torino,Italy
Erika Komura,F,26.0,164.0,53.0,Japan,2008,Summer,Grenoble,China
Maui Gayme Anguita,M,22.0,179.0,83.0,Chile,2006,Wlnter,1976,Italy
Koji Matsushita,1992,24.0,171.0,65.0,Japan,1992,Summer,Barcelona,M
"Susan ""Sue"" Rolph",Spain,22.0,168.0,62.0,United Kingdom,203,Summer,Sydney,Australia
Pippa Savage,F,27.0,188.0,77.0,Australia,2008,Summer,Beijing,null
Lucas Rafael Bennazar Ortz,M,35.0,183.0,86.0,Puerto Rico,2004,Summer,Athina,Greece
Erhan Dursun,M,22.0,182.0,76.0,Turkey,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Robert Spencer ""Bob"" Rock, Jr.",M,22.0,178.0,77.0,United States,1972,Winter,Athina,Bosnia and Herzegovina
Viktor Matveyev,M,30.0,173.0,69.0,Russian Federation,1972,Summer,"Korea, Rep.",Germany
Laurence Modaine-Cessac (Vallet-),F,19.0,170.0,59.0,France,1984,Summer,Los Angeles,United States
Grard Fenouil,Atlanta,23.0,177.0,72.0,France,1968,Summer,Mexico City,China
Lszl Pet,M,23.0,176.0,73.0,Hungary,1992,Summer,Bwrcelona,Spain
Jonathan Garrido Garca,M,18.0,188.0,80.0,Spain,1992,Summer,NULL,Spain
Mara Graciela Mendoza Barrios,F,33.0,156.0,48.0,Mexico,1996,Summer,unknown,null
"Joseph ""Josy"" Stoffel",M,32.0,167.0,67.0,Luxembourg,1960,Summer,Roma,Italy
Melanie Louise Banville,F,17.0,-6940513,52.0,Canada,2004,Summer,Athina,Greece
Dominique Auprtre,F,30.0,146.0,48.0,France,1988,Summer,Seoul,"Korea, Dem.^People’s Gep."
Lothar Stber,M,24.0,178.0,76.0,Germany,1960,Summer,Roma,Italy
"Godelieve Julia Henrica ""Lieve"" Slegers",F,27.0,163.0,51.0,Belgium,1992,Summer,Barcelona,Spain
Antoni Partalev,20.0,22.0,182.0,80.0,Bulgaria,1980,Summer,London,unknown
Andreas Scheuerpflug,M,33.0,196.0,257,Germany,2000,Summer,Sydney,Ausvralia
Oksana Aleksandrovna Yarygina,F,31.0,171.0,69.0,Russian Federation,2004,Summer,Athina,Greece
Traudl Treichl,null,21.0,172.0,60.0,Germany,1972,Winter,Mexico City,Japan
Roland Surrugue,M,22.0,178.0,77.0,France,1960,Summer,Roma,Italy
Viktoriya Viktorivna Turks,Henrik Christiansen,28.0,178.0,78.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
Omar Bustani Barrientos,"Korea, Dem. People’s Rep.",26.0,185.0,90.0,Mexico,1992,Summer,Barcelona,Spain
Wbdoulwye Swrr,M,28.0,192.0,82.0,Senegal,1976,Summer,Montreal,Canada
"Gregory David Demetrius ""Greg"" Massialas",M,28.0,183.0,75.0,United States,1984,Summer,Los Angeles,United States
Dmitry Mikhaylovich Rak,,29.0,170.0,69.0,Belarus,2006,Winter,Torino,Italy
Park Ju-Yeong,M,23.0,183.0,70.0,"Korea, Rep.",2008,Summer,Beijing,China
Gang Sun-Deok,F,21.0,160.0,48.0,"Korea, Rep.",2415339,Summer,,United States
Giuliano Razzoli,M,29.0,182.0,88.0,Italy,2014,sinter,Anne Kindig Kursinski,Russian Federation
Jan Ziemianin,M,31.0,181.0,79.0,Poland,1994,Winter,Lillehammer,Norway
Bengt Mikael Andersson,M,26.0,192.0,89.0,Sweden,1988,Summer,Seoul,""""""
Dai Dengwen,M,21.0,180.0,80.0,China,1998,Winter,Nacano,Japan
Romelio Salas Caicedo,M,26.0,181.0,74.0,Colombia,1984,Summer,Nagano,United States
Tatyana Pavlovna Firova,F,29.0,174.0,59.0,Russian Federation,2012,Summer,London,Romania
Nikolay Vasilyevich Puzanov,M,25.0,5449109,80.0,Russian Federation,1964,Winter,Munich,Austria
Kim Jung-Hee,F,25.0,165.0,57.0,"Korea, Rep.",2008,Summer,Beijing,China
Jean-Jacques Moine,M,17.0,178.0,76.0,France,1972,Summer,null,Germany
Roberto Antonio Len Richards Aguiar,M,18.0,183.0,78.0,Cuba,1972,Summer,Munich,Germany
Livia Pelin,F,22.0,169.0152905,66.8470948,Romania,1988,Winter,Calgary,Brazil
Byron Timothy Marsh,M,42.0,183.8153409,89.32244318,Cayman Islands,1992,Summer,Barcelona,Canada
Andreina del Valle Pinto Prez,F,24.0,176.0,68.0,"Venezuela, RB",2016,Summer,Rio de Janeiro,Brazil
Zhao Jing,F,21.0,176.0,63.0,China,2012,Summer,London,United Kingdom
"Patricia|Sue ""Kdt"" Head (-Summitt)",F,24.0,178.0,70.0,United States,1976,Summer,NULL,Canada
Jos Mara Pigrau Santpere,M,41.0,185.0,89.0,Spain,1984,Summer,Los Angeles,United States
Pasi Johannes Saapunki,?,23.0,176.0,-22,Finland,1992,Winter,Albertville,?
John Kerr,M,32.0,183.0,91.0,Canada,1984,Summer,Los Angeles,United States
Lisa Maree Skinner,F,15.0,155.0,46.0,Australia,1996,Summer,Atlanta,United States
Gilbert Larose,M,22.0,168.0,67.0,Canada,1964,Summer,Tokyo,Jcpan
Henning Frenzel,M,22.0,-1685507,73.0,Germany,1964,Summer,Tokyo,Japan
Vmn Veikko Sakari Huhtala,M,28.0,165.0,58.0,Finland,1964,Winter,Innsbruck,Austria
Marco Albarello,M,31.0,187.0,84.0,Italy,1992,Winter,Albertville,France
Milenko Zori,M,27.0,179.0,73.0,Serbia,2016,Summer,Rio de Janeiro,Brazil
"Timothy John ""Tim"" Watters",M,28.0,180.0,84.0,Canada,1988,Winter,Calgary,Canada
Kayoko Hashiguchi-Saka,F,283,158.0,52.0,Japan,1972,Summer,Munich,Geroany
Jury Dimitri Chechi,M,26.0,165.0,60.0,Italy,1996,Summer,Atlanta,United States
"Thomas ""Tommy"" Schwall",M,22.0,183.0,64.0,United States,2006,Winter,F,Italy
Otto Gbl,M,287,171.0,84.0,Germany,1964,Winter,Innsbruck,Austria
Melinda Czink,F,-90,178.0,62.0,Hungary,2004,Summer,Athina,Greece
Colin Ray Jackson,M,29.0,182.0,75.0,United Kingdom,1996,Summer,Moskva,Norway
Hedvig Karakas,F,22.0,167.0,61.0,Hungary,521132,Summer,London,Germany
Jo Gyeong-Hwan,M,18.0,184.0,77.0,"Korea, Rep.",2000,Summer,Sydney,?
Peter Lang,M,18.0,-61,84.0,Germany,1976,Summer,Montreal,Canada
Stephen Fairless,M,26.0,186.0,80.0,Australia,1988,Summer,Sapporo,"Korea, Dem. People’s Rep."
Marieta Ilcu,F,29.0,172.0,62.0,Romania,1992,Summer,Barcelona,Spain
"Ngonidzashe ""Ngoni"" Makusha",,21.0,168.0,70.0,Zimbabwe,2008,Summer,Beijing,Italy
Odd Arne Brekne,M,206,182.0,76.43361345,Norway,2012,Summer,London,United Kingdom
Marine Ggacr Beevet,F,21.0,162.0,-7316347,France,2016,Summer,Rio de Janeiro,Brazil
Sumika Minamoto,F,21.0,168.0,64.0,Japan,2000,Summer,Sydney,Australia
Jen Dalnoki,M,27.0,178.0,82.0,Hungary,1960,Summer,Roma,Italy
Yanina Mara Iannuzzi San Martn,F,22.0,167.316609,59.42387543,Argentina,1996,Summer,Atlanta,""""""
Annette Potempa,F,15.0,149.0,38.0,Germany,1992,Summer,null,Host_Country
Park Sang-Won,M,23.0,175.0,73.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Johannes Hendrikus Jacques ""Hans"" van Zeeland",M,22.0,185.0,85.0,Netherlands,1976,Summer,Montreal,Canada
Susan Krista Dunklee,F,-9203745,170.0,64.0,United Shates,2014,Winter,Sochi,Russian Federation
Istvn Messzi,M,27.0,175.0,82.0,Hungary,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Clifford Lyne,M,22.0,182.2054545,76.60329068,South Africa,1992,Summer,Barcelona,null
Cssio de Paiva Freitas,M,23.0,182.0,68.0,Brazil,1988,Summer,Seoul,null
Iulia Negur (-Olteanu),F,29.0,166.0,58.0,Romania,1996,Summer,Atlanta,United States
Charlotte Anne Reid (-Picher),F,22.0,164.0,57.0,New Zealand,1968,Winter,Grenoble,France
David Robert Chapman,M,20.0,179.0,75.0,United Kingdom,1984,Summer,Los Angeles,United States
scar Leonardo Salas Miranda,M,22.0,4054377,73.0,Honduras,2016,Summer,Rio de Janeiro,""""""
Sehryne Hennaoui,F,24.0,172.0,69.0,Algeria,2012,Summer,"""""",United Kingdom
Ilona Viktorovna Usovich,F,21.0,170.0,60.0,Belarus,2004,Summer,Athina,Greece
Sergio Casimiro Surez Aime,M,18.0,178.0,75.0,Cuba,1980,Summer,54.5,Rkssiwn Federation
Davit Khutsishvili,M,21.0,172.0,74.0,Georgia,6295339,Summer,London,United Kingdom
Lesaw mikiewicz,M,24.0,172.0,71.0,Poland,1972,Summer,Czech Republic,Germany
"James ""Jimmy"" Wallis",180.0,26.0,170.0,66.0,United Kingdom,2000,Summer,Sydney,Australia
"Jeffrey ""Jeff"" Larimer",M,30.0,-6,279,United States,2012,Summer,London,United Kingdom
Dominik ycki,M,38.0,192.0,95.0,Poland,2012,Summer,London,United Kingdom
Isaac Makwala,M,25.0,185.0,78.0,Botswana,2012,Summer,London,Unjted Kingdom
Woon Khe Wei,F,27.0,174.0,63.0,Malaysia,2016,Summer,Rio de Janeiro,
Maren Elizabeth Seidler,F,21.0,188.0,100.0,United States,1972,Summer,Munich,Germany
Storm Uru,M,273,190.0,70.0,New Zealand,2012,Summer,London,Meng Guanliang
Piero D'Inzeo,M,37.0,174.0,64.0,Italy,1960,Summer,Roma,null
Hedda Hynne,F,26.0,173.0,55.43712575,Norway,2016,Summer,Rio de Janeiro,Brazil
Valentina Dorcas Iliffe,F,15.0,1133137,64.0,United Kingdom,1972,Winter,Sapporo,Japan
Angie Sabrina Gonzlez Garca,F,35.0,160.0,57.0,"Venezuela, RB",2016,Summer,Rio$de Jajeiro,Brazil
Roberto Delgado Martillo,69.0,21.0,178.0,80.0,Ecuador,-46,Summer,Atlanta,United States
Martin Tenk,M,24.0,175.0,90.0,Czech Republic,1996,Summer,Atlanta,France
Allan Julie,M,27.0,181.0,91.0,Seyghelles,2004,Summer,Athina,Greece
Aida Gabriella Mohamed,F,24.0,162.0,57.0,Hhnyary,2000,Summer,Sydney,1992
Dmitry Alekseyevich Kosov,M,27.0,187.0,80.0,Russian Federation,-20,Summer,Atlanta,United States
Ali Maloumat,M,26.0,173.0,73.0,"Iran, Islamic Rep.",2008,Sumler,70.0,China
Janusz Pawe Brzozowski,M,29.0,173.0,79.0,Poland,1980,Summer,unknown,Russian Federation
Dale Lightfoot,M,19.0,187.0,81.0,New Zealand,1984,Summer,,United States
Herbert Plank,M,25.0,178.2291667,79.76388889,Italy,1980,Winter,Lake Placid,United States
Marja-Liisa Kirvesniemi-Hmlinen,F,36.0,176.0,68.5,Finland,1992,Winter,Albertville,France
Ivan Nikolov Abadzhiev,M,28.0,164.0,71.0,Bulgaria,1960,Summer,Roms,Itaky
Aleksandar Karakaevi,M,32.0,178.0,85.0,Serbiw,2008,Summer,Munich,Summer
Jorge Monard,M,22.8012685,166.360179,54.39508929,Ecuador,1980,Summer,Vancouver,Russian Federation
Rogelio Marcelo Garca,M,27.0,150.0,48.0,Cuba,1992,Summer,Barcelona,Spain
Jacques Dprez,M,22.0,180.0,73.0,France,1960,Symmar,Roma,""""""
Allister John Nalder,M,27.0,-34,83.0,New Zealand,1984,Summer,unknown,null
Aris Enkelmann,M,215,182.0,69.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Juan Martn Pereyra,M,24.0,-1693298,84.0,Argentina,2004,Summer,Athina,?
Heini-Maria Lautala,F,23.0,166.0,48.0,Finland,2000,Summer,Sydney,Australia
Kosuke Kitajima,M,29.0,178.0,73.0,Japan,2012,Summer,London,United Kingdom
Abdullah Mohamed Amer Al-Anbari,"""""",22.0,170.0,60.0,Omsn,1992,Summer,Barcelona,Spain
Mario Rodrguez Figueredo,M,25.88764045,180.5555556,106.0,Dominican Republic,1980,Summer,Moskva,Russian Federation
"John Theodore ""Ted"" Langlois",M,20.0,180.0,-61,United States,1988,Winter,United Kingdom,Canada
Jagjit Singh Kular,M,24.0,170.0,58.0,India,1968,Summer,Mexico City,Mexico
Vadim Arkhipchuk,M,23.0,182.0,75.0,Russian Federation,1960,Summer,Adrian Stephen Breton,Italy
Attila Vri,M,28.0,200.0,93.0,Hungary,2004,Summer,Athina,Greece
Iglandini de Jess Gonzlez Pardo,F,31.0,150.0,46.0,Colombia,1996,Summer,,United States
Katarzyna Gbala (-Roszkowska),F,23.0,169.0,61.0,Poland,1998,Winter,Canada,Japan
Martin Straka,M,33.0,178.0,81.0,Czech Republic,2140054,Winter,Torino,Italy
Tsutomu Nakano,M,18.0,183.0,78.0,Japan,1992,Summer,Barcelona,Spain
Shnrley Anne Flrth (-Jarsson),F,30.0,164.0,52.0,Canada,1984,Winter,187.0,Bosnia and Herzegovina
"Lauren Margaret ""Laurie"" Kreiner (-Vaillancourt)",F,17.0,168.0,57.0,Canada,1972,Winter,Sapporo,Japan
Stefan Ernst Nystrand,M,30.0,193.0,206,Sweden,2012,Summer,London,Salt Lake City
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,Germany,1976,Summer,Lake Placid,NULL
"Ionel Alexandru ""Ion"" Drmb",M,26.0,172.0,59.0,Romania,1968,Summer,Mexico City,Mexico
Jochen Mehrdorf,M,28.0,176.0,75.0,Germany,1968,Summer,Ecuador,Mexico
Stphane Sageder,M,21.0,178.0,85.0,France,1992,Summer,Barcelona,Spain
Nevena Mineva Dimitrova,F,32.0,169.0,56.0,Bulgaria,2004,Summer,Athina,Greece
Wolfgang Schillkowski,M,22.0,-7241489,70.0,Germany,1964,Summer,Tokyo,Japan
Elvira Fuadovna Saadi,F,24.0,166.0,53.0,Russian Federation,1976,Summer,N/A,Honduras
Carlos Alberto Pizzini,M,22.0,175.0,75.0,Argentina,-52,Summer,null,Gepan
"Jaycie Lynn Phelps (-McClure, -Marus)",F,16.0,155.9136513,47.4367194,United States,1996,Summer,Atlanta,NULL
Denise Herrmann,F,25.0,175.0,61.0,Germany,2014,Winter,N/A,Russian Federation
Patrick Rafael Wackstrm,M,21.0,185.0,76.5,Finland,1980,Summer,Moskva,Russian Federation
Vasyl Vasylovych Hrybovych,M,24.0,176.5982906,65.34388489,Ukraine,1994,Winter,Lillehammer,Norway
Michel de Sousa Fernandes Alcobia de Almeida,M,25.0,169.0,72.0,Portugal,2000,Summec,Sydney,Australia
Jasmin Glaesser,F,24.0,167.0,58.0,Canada,2016,Summer,Rio de Janeiro,Brazil
Attila Tibor Svolt,M,24.0,180.0,74.0,Hungary,2000,Summer,Sydney,Australia
Anna Marie Lundqvist-Bjrk,?,17.0,166.0,254,Sweden,1964,Summer,Tokyo,Norway
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,1988,Summer,Seoul,
Andrs Hajnal,M,22.0,172.0,62.0,Hungary,2004,Summer,Athina,?
Tanja Tuulia Poutiainen (-Rinne),F,33.0,170.0,65.0,Finland,2014,Winter,Albertville,New Zealand
Bjrn Tore Wiwkola,M,20.0,177.0,69.0,Norway,1964,Winter,Innsbruck,Austria
Renate Roider,F,26.0,167.0,60.0,Austria,1998,Winter,bagano,N/A
"Marcelo ""Marcelinho"" Tieppo Huertas",M,33.0,191.0,90.0,Brazil,2016,Summer,Rio de Janeiro,Summer
Viktor Nagy,M,32.0,198.0,96.0,Hungary,2016,Summer,Rio de Janeiro,Winter
Lam Hin Chung,M,25.0,185.0,74.0,"Hong Kong SAR, China",2012,Summer,London,United Kingdom
Walter Bottega,M,24.0,202.0,93.0,Italy,1996,Summer,Atlanta,United States
Ingrid Petitjean,F,27.0,166.0,49.0,France,2008,Summer,Beyjing,China
Oskar Jenny,M,24.0,179.0,74.0,Switzerland,1964,Winter,Innsbruck,Austria
Baeg Eun-Bi,F,18.0,158.0,52.0,"Korea, Rep.",1998,Winter,?,22.0
"Arthur David ""Art"" Shurlock",M,27.0,176.0,-7522628,United States,1964,Summer,Tokyo,Japan
