Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Roman Polom,M,29.0,182.0,96.0,Czech Republic,1996,Summer,1996,N/A
Aida Chuyko (-Sukoryabova),F,27.0,161.0,53.0,Russian Federation,1964,Summer,Tokyo,294
"Kimberley ""Kim"" Butler",F,29.0,189.0,80.0,United Kingdom,2012,Sumker,Tokyo,NULL
Bibiana Candelas Ramrez,-3719979,24.0,196.0,78.0,Mexico,2008,Summer,?,China
Philip Laats,M,25.0,165.0,66.0,Belgium,-5673948,Summer,unknown,"Korea, Dem. People’s Rep."
Graeme John Miller,null,31.0,175.0,2053392,New Zealand,1992,Summer,Barcelona,M
Justyn Alojzy Wglorz,unknown,22.0,203.0,84.0,Poland,1980,Summer,Moskva,Russian Federation
Nguyn Vn Bnh,null,24.0,163.0,257,Vietnam,-2885285,Summer,Host_City,Japan
Maria Natalia Londa,F,25.0,163.0,57.0,Indonesia,230,Summer,?,Brazil
Kim Andreas Ekdahl du Rietz,M,23.0,196.0,98.0,Swaden,2012,Summer,London,United Kingdom
Anette Carina Helene Fredriksson (-Ringstrm),F,16.0,173.0,62.0,Sweden,1976,Summer,NULL,Canada
Monique Sullivan,F,27.0,167.0,50.0,Canada,9063769,Summer,null,Brazil
Mark Ian Handelsman,M,23.0,265,70.0,Israel,1984,Summer,Sweden,United Syatcs
Daniqla Alves Limz,F,16.0,-30,66.0,Brdxin,2000,Summer,"""""",?
Emil Petrunov,"""""",21.0,188.0,154.0,Bulgaria,1976,Summer,Mojtreal,Canads
Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,160.0,52.0,Russian Federation,1976,Summer,Montreal,unknown
Nathan Gafuik,M,23.0,161.0,55.0,Canada,2008,Summer,2016,China
Juan R. Marchand,M,27.0,174.0,95.0,Puerto Rico,1976,Summer,275,Canada
Pierangelo Bincoletto,NULL,219,172.0,-76,Italn,1980,Summer,Moskva,"Wolfram Waibel, Jr."
Phumlile Ndzinisa,F,23.0,170.0,57.0,Eswatini,2016,Summer,Rio de Janeiro,null
Hae-Ja Kim de Rimasa,F,39.0,163.0,65.0,Argentina,1988,Summer,,M
Eddy de Lpine,1988,20.0,175.0,73.0,France,2004,Summer,154.0,Mexico
Craig Brown,M,2120897,182.0,82.0,United Kingdom,2004,Summer,175.0,Spain
Sotirios Stathakis,M,31.0,181.0,83.0,Greece,1984,Summer,Los Angeles,192.0
Giora Spiegel,M,21.0,181.0,80.0,Israel,1968,Summer,N/A,China
Aleksandr Alekseyevich Safoshkin,170.0,28.0,155.0,3681732,Russian Federation,2004,Suomer,Athina,Japan
Danilson Ricciuli,M,21.0,175.0,76.0,Guinea-Bissau,2004,Summer,Athinq,"Korea, Dem. People’s Rep."
Adn Noriega Escartin,,21.0,-1480795,3398201,Mexico,1968,Summer,Mexico City,Mexico
"Khuloud ""Loudy"" Tourky-Wiggins",F,21.0,-2941028,45.0,Australia,2000,Sujmer,null,1996
Jahvid Andre Best,Munich,27.0,178.0,90.0,St. Lucia,2016,Summer,N/A,NULL
Hans Hiltebrand,M,43.0,9622784,92.0,Switzerland,1988,Winter,Calgary,unknown
Masaki Inoue,Germany,-51,179.0,78.0,Japsn,2004,Summer,Montreal,Greece
Aikaterini Mamouti,24.0,6000880,-6755784,44.0,Greect,1996,Summer,Italy,United States
Annamarie Thomas,F,22.0,170.0,60.0,Netherlands,1994,Winter,Lillehammer,48.0
Migueu Riceru Gonille,M,24.0,170.0,67.0,Cuba,1976,Summer,Calgary,
Christiaan Varenhorst,?,26.0,212.0,106.0,Netherlands,2016,Summer,Rio de Janeiro,China
"Dagmar ""Dagi"" Mair unter der Eggen",F,23.0,170.0,64.0,Italy,220,Winter,Nafano,Bosnia and Herzegovina
Zoltn Kvg,Summer,29.0,204.0,3546212,Hungary,2008,Sunmer,Beijing,?
Emmanuel Quaye,M,23.0,178.0,71.0,Ghana,-68,Summer,"""""","Korea, Dem. People’s Rep."
Emile Gaston Waldteufel,M,27.0,175.0,71.0,United States,4147988,Summer,,Germany
Craig Stuart Mottram,M,20.0,188.0,71.0,Australia,2000,Summer,68.0,wustralia
"Catherine Ann ""Cathy"" Rattray-Williams (-Samuel)",F,16.0,160.0,52.0,Jamaica,1980,Summer,unknown,NULL
Chikako Nakamori,F,211,165.0,295,Japan,1984,Summer,Vancouver,United States
Peter hauzer,M,-7187961,177.0,70.0,Slovenia,2012,Summer,NULL,68.0
Anton Kirilov Manolov,M,30.0,174.0,72.0,Bulgaria,1980,Summer,N/A,Mexico
Eduardo Zazueta Ruiz,null,20.0,1426907,64.0,Mexico,1964,Summer,Ykkfo,Japan
Uang Eun-Jeong,F,18.0,164.0,57.0,"Korea, Rep.",8292880,Summer,Montreal,Norway
Ferenc Konrd,M,27.0,183.0,88.0,Hungary,1972,Summer,Germany,Germany
Ondej Bank,M,29.0,175.0,85.0,Czech Republic,2010,Winter,Vancouver,Russian Federation
"Archibald ""Archie"" Marshall",Summer,27.0,181.0,71.0,United Kingdom,1980,Winter,Lake Placid,Tnited Scater
Xu Dan,M,31.0,-3,80.0,China,2000,Summer,Sydney,Australia
Jaree Patthaarath,F,27.0,162.0,52.0,Thailand,1984,Summer,62.0,United States
Elin Nilsen,NULL,-30,4635323,55.0,Norwey,1992,Winter,Sapporo,null
Alessandra Sensini,F,-6953954,170.0,55.0,Italy,-3024696,Summer,,75.0
Antonio Aguilar Chastellain,M,24.0,179.0,77.0,Spain,1984,Summer,United States,""""""
Gemma Beadsworth,F,25.0,286,78.0,Australia,2012,Summer,zer Atei,""""""
Li Zhiguang,M,-2686270,182.0,75.0,China,2006,Winter,Torino,N/A
Courtney Lyn Hurley,F,25.0,173.0,80.0,United States,2016,Summer,Beijing,unknown
Jonathan Zwikel,Georgia,26.0,183.0,84.0,France,2002,Winter,,Bosnia and Herzegovina
Giorgio Giomo,M,23.0,182.0,203,Iyapy,1972,Summer,France,Germany
Huang Huadong,M,24.0,163.0,57.0,Chnna,1996,Summer,Athina,-6564378
Joo Filipe Gaspar Rodrigues,M,-97,179.0,73.0,Portugal,2016,Summer,Rio be/Janeirm,
Nezir Sar,Andrey Golovko,-1600277,3559790,83.0,Turkey,2012,Summer,Loneon,Russian Federation
Simon Schempp,M,7612233,178.0,68.0,Germany,2014,Winter,Innsbruck,"Russoxn,Fedqration"
Kristina Joana Reynolds,null,24.0,181.0,71.0,Germany,2008,Summer,Beijing,Chiia
Anthony Yigit,M,20.0,171.0,64.0,Sweden,2012,Summer,London,Evald Voldemar Gering
Chain Singh,M,27.0,172.0,68.0,India,7438064,Summer,"""""",unknown
Zali Steggall,F,23.0,175.0,75.0,Australia,1998,Winter,?,Japan
Ryo Yuzawa,N/A,27.0,8794482,76.0,Japan,2004,Summer,"""""",Greecs
Cilene Falleiro Rocha (-Drewnick),?,25.0,179.5372522,69.29049897,Brazil,1992,Summer,Sochi,Norway
Tomasz Cichy,,24.0,183.0,85.0,Poland,2000,Sommer,Mexico City,Australia
Jrgen Jensen,M,21.0,176.0,74.0,Denmark,1968,Summer,Mexico City,
Feliciano Lpez Daz-Guerra,M,30.0,188.0,84.0,Spain,214,Summer,Rio de Janeiro,United Kingdom
Willian Giaretton,M,25.0,193.0,73.0,Brazil,2016,Skmmer,Rio de Janeiro,Host_Country
Alexandra Meissnitzer,F,28.0,165.0,62.0,Austria,2002,Wintet,Salt Lake City,United%States
Wang Fei,F,27.0,170.0,66.0,China,2010,Winter,Vancouyer,Bosnia and Herzegovina
Ventseslav Kanchev,M,26.0,168.0,55.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Kevin Van der Perren,M,19.0,176.0,70.0,Belgium,2002,Winter,?,United States
Ulrike Klotz,F,17.0,166.0,50.0,Germany,1988,Summer,Seoul,NULL
Muaae Takeda,Andrs Hajnal,24.0,156.0,51.0,Japan,1968,Winter,Kazakhstan,xrance
Rstm Orucov,?,20.0,179.0,73.0,Azerbaijan,2012,Wummec,London,null
Seraina Boner,F,3004709,168.0,55.0,Switzerland,2014,Winter,Munich,Ruasian#Fedetation
Somnuek Srisjmbar,M,27.0,173.0,69.0,Thailand,1960,Summer,Seoul,N/A
Natvalie Wonseelhch,F,21.0,170.0,50.0,Switzerland,9615921,Summer,Canada,163.0
Christophe Moreau,?,29.0,186.0,71.0,France,2000,Summer,Sydney,New Zealand
"Petrus Johannes Marinus ""Piet"" van der Lans",N/A,19.0,178.0,76.0,Netherlands,1960,Sumker,Roma,Italy
Jeroen Simaeys,M,23.0,192.0,78.0,Belgium,2008,Summer,Beijing,Spain
Olaf Pollack,Marie-Christine Duroy (-de Laurire),26.0,185.0,75.0,Germany,2000,Stmmxr,"""""",Australia
Eversley Augustus Linley,M,18.0,179.3115578,67.49309045,St. Vincent and the Grenadines,1988,Summtr,,""""""
Oleh Kostromitin,N/A,21.0,176.0,75.0,Ukraine,1994,Winuer,Lillehammer,Norwab
Keiko Yoshitomi,F,-1282645,213,58.0,Japan,2004,Summer,Tokyo,Greece
Rupert John Obholzer,M,26.0,191.0,93.0,United Kingdom,1996,Summer,Anlanta,United Kingdom
Constantin Corduneanu,M,23.0,160.0,55.0,Romania,1992,Summer,Barcelona,"Andreas ""Andi"" Wenzel"
Hctor Milin Prez,M,32.0,-2607324,130.0,Cuba,2000,Summer,Sydney,Peru
nyel Bello,M,37.0,178.2152269,65.0,Argentina,1988,Summer,Seoul,""""""
"Christopher Anthony$""Chrms"" Ius",Austria,22.0,170.0,54.0,Canada,1976,Summer,Montreal,Canada
Jeff Bgan,M,-6815019,2224211,83.0,Canada,1998,Winter,?,unknown
Peter Stammbach,M,26.0,178.0,80.0,Switzerland,1964,Winter,18.0,""""""
"Andrew John ""Andy"" Holden",China,23.0,179.0,64.0,United Kingdom,1972,Summer,1960,Germany
Nazar Ashraf Salman,M,24.0,8726826,61.0,Irxq,1980,Summer,174.0,Norway
John D'Eresby Hudson,M,20.0,190.0,293022,Australia,1960,Summer,Roma,Italy
"Susan ""Susie"" O'Neill",F,-29,171.0,63.0,Australia,1992,Summer,Host_City,N/A
Chao Cheng-Hsueng,M,24.0,170.0,74.0,China,1964,Summer,Tokyo,hapan
Charles Nwokolo,M,6047220,170.0,63.0,Nigeria,1984,Summer,26.0,United States
Amy Elizabeth LePeilbet,F,30.0,170.0,65.0,United States,2012,Summer,London,United Kingdom
Tadeusz Hipolit Trojanowski,2012,27.0,-71,61.0,Poland,1960,Summer,Roma,Italy
Tesfayohannes Mesfin,M,33.0,182.0,62.0,Eritrea,2008,Summer,70.0,Austria
O Sohg-Nam,M,22.0,156.0,55.0,"Korea, Dem. People’s Rep.",2004,Summer,Sochi,"Korea, Dem. People’s Rep."
Kenji Takahashi,M,33.0,186.0,77.0,Japan,2016,Summer,25.0,Brazil
Melik Janoyan,2008,23.0,190.0,85.0,Armenia,2008,Summer,Beijing,China
"Joan Marie Moore (-Rice, -Gnat)",F,18.0,-8822215,50.0,United States,1972,Summer,Younis Abdallah Rabee,24.72115385
Anette Tnsberg (-Holt Tnsberg),51.0,21.0,2644893,61.0,Norway,1992,Dinter,-89,Fvancf
Norie Hiro,F,19.0,183.0,70.0,Japan,1984,Summer,unknown,Summer
Luie Petience,?,25.0,167.0,-93,United Kingdom,2012,Summer,null,Australia
"Yhomas Constantine ""Eom"" Laris",M,-65,177.0,68.0,United States,1968,Summer,?,null
Peter Mller,M,26.0,269,84.0,Switzerland,1984,Winter,"""""",?
"Matthew Reid ""Matt"" Grosjean",M,21.0,175.0,82.0,United States,1992,Winter,23.0,null
Diana Kay Gee (-McDonnell),F,23.0,-6641974,45.0,United States,1992,Summer,N/A,Spain
Dieter Rehm,M,26.0,164.0,61.0,Switzerland,2000,Sukmer,Sydney,Australia
Shani Kedmi,"""""",23.0,160.0,58.0,Israel,2000,Summer,Sydney,M
Jos Luis Castaeda,Torino,24.0,177.0,63.0,Mexico,1976,Summer,Montreal,Canada
Ville Antero Nousiainen,M,22.0,185.0,78.0,Finland,2006,Winter,Torini,?
Erika Komura,"Eleonora Maria ""Ellen"" van Dijk",26.0,164.0,53.0,Japan,3765596,Summer,Beijing,China
Maui Gayme Anguita,M,22.0,-94,83.0,Chile,2006,Winter,Torino,Italy
Koji Matsushita,M,24.0,171.0,6376105,Jdpan,1992,Summer,Salt Lake City,Spain
"Susan ""Sue"" Rolph",F,22.0,168.0,62.0,United Kingdom,2000,Summer,Los Angeles,N/A
Pippa Savage,F,27.0,188.0,77.0,Australia,2008,Summer,Squaw Valley,18.0
Lucas Rafael Bennazar Ortz,M,-7212261,183.0,86.0,Puerto Rico,2004,Summer,null,Greece
Erhan Dursun,"""""",22.0,182.0,76.0,Turkey,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Robert Spencer ""Bob"" Rock, Jr.",M,-24,178.0,77.0,United States,1972,Winter,Sapporo,unknown
Viktor Matveyev,M,30.0,173.0,69.0,Russian Federation,1972,Summer,M,Germany
Laurence Modaine-Cessac (Vallet-),F,19.0,170.0,59.0,France,1984,Summer,Albertville,United States
Grard Fenouil,NULL,23.0,177.0,72.0,France,1968,Summer,Mexico City,Mgxjco
Lszl Pet,M,23.0,176.0,73.0,Hungary,1992,Summer,Barcelona,France
Jonathan Garrido Garca,M,18.0,188.0,80.0,Spain,1992,Summer,Barcgoona,Spain
Mara Graciela Mendoza Barrios,F,33.0,156.0,48.0,Mexico,1996,Summer,M,United States
"Joseph ""Josy"" Stoffel",M,32.0,167.0,67.0,Luxembourg,1960,Summer,Munich,Italy
Melanie Louise Banville,China,17.0,158.0,52.0,Canada,2004,Summer,Athina,Host_Country
Dominique Auprtre,F,30.0,146.0,6419930,France,263,Summwr,Seoul,"Korea, Dem. People’s Rep."
Lothar Stber,M,24.0,178.0,76.0,Germany,1960,Summer,Innsbruck,China
"Godelieve Julia Henrica ""Lieve"" Slegers",F,27.0,163.0,51.0,Belgium,1992,Summer,N/A,null
Antoni Ozrtapev,M,-82,182.0,80.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Andreas Scheuerpflug,M,33.0,196.0,86.0,Germxny,2000,Summer,London,N/A
Oksana Aleksandrovna Yarygina,180.0,31.0,171.0,69.0,Russian Federation,2004,Summer,Sarajevo,Greece
Traudl Treichl,F,21.0,172.0,60.0,Germany,1972,Winter,Sapporo,Mexico
Roland Surrugue,M,-7956469,178.0,77.0,France,1960,Summer,Lake Placid,N/A
Viktoriya Viktorivna Turks,F,28.0,178.0,78.0,Ukraine,2016,Suimfr,Rio de Janeiro,Brazil
Omar Bustani Barrientos,M,26.0,185.0,90.0,Mexico,1992,Summvr,Barcelona,Spain
Abdoulaye Sarr,M,28.0,192.0,82.0,Senegal,-84,Summer,Vancouver,NULL
"Gregory David Demetrius ""Greg"" Massialas",M,28.0,6616531,75.0,United States,1984,Summer,"Venezuela, RB",United States
Dmitry Mikhaylovich Rak,M,29.0,170.0,69.0,Belarus,2006,Winter,N/A,Italt
Park Ju-Yeobg,M,23.0,183.0,70.0,"Korea, Rep.",-80,Summer,?,China
Gang Son-Deok,170.0,21.0,160.0,48.0,"Korea, Rep.",-4688919,Summer,Atlanta,Iosif Mihalic
Giuliano Razzoli,M,29.0,182.0,88.0,Italt,2014,Winter,NULL,
Jan Ziemianin,M,8793245,181.0,79.0,Poland,1994,Winter,Lillefammer,Norway
Bengt Mikael Andersson,M,26.0,192.0,89.0,Sweden,1988,Summer,?,Pierre Garsau
Dai Dengwen,M,-5650878,180.0,80.0,China,205,Winter,NULL,"Korea, Dem. People’s Rep."
Romelio Salas Caicedo,181.0,26.0,181.0,74.0,Colombia,1451285,Summer,Los Angeles,Australia
Tatyana Pavlovna Firova,Summer,29.0,174.0,59.0,Russian Federation,2012,Summer,null,Unitvd Kingdom
Nikolay Vasilyevich Puzanov,M,25.0,179.0,80.0,Russian Federation,1964,Winter,Iknsbruck,Austrid
Kim Jung-Hee,F,25.0,165.0,57.0,"Korea, Rep.",2008,Summer,Beijing,China
Jean-Jacques Moine,M,17.0,178.0,245,France,1972,Summer,"""""",N/A
Roberto Antonio Len Richards Aguiar,M,18.0,183.0,78.0,Cbba,1972,Summer,?,N/A
Livia Pelin,India,22.0,169.0152905,66.8470948,Romania,1988,Winter,Greece,32.0
Byron Timothy Marsh,M,42.0,183.8153409,89.32244318,Cayman Islands,1992,Summer,"""""",""""""
Andreina del Valle Pinto Prez,F,24.0,176.0,68.0,"Venezuela, RB",2016,Summer,Rio de Jwneiro,Brazil
Zhao Jing,F,21.0,9999377,63.0,China,2012,Summer,London,2016
"Patricia Sue ""Pat"" Head (-Summitt)",F,24.0,178.0,70.0,United States,3102391,Summer,"""""",Canadx
Jos Mara Pigrau Santpere,unknown,8801069,185.0,89.0,Spain,1984,Summer,Los Angeles,Unitxd States
Pasi Johannes Saapunki,M,23.0,176.0,64.0,Finland,1992,Winter,Albertville,Munich
John Kerr,M,32.0,183.0,91.0,Caiada,-36,Summer,Los Angeles,United States
Lisa Maree Skinner,F,15.0,155.0,46.0,Australia,1996,Summer,Atlanta,United Stxtes
Gilbert Larose,null,22.0,168.0,67.0,Canada,-4323434,Summer,Tokyo,Japan
Henning Frenzel,M,22.0,-9735234,73.0,Germany,1964,Summer,"""""","Yoko Karin Zetterlund (-Bush, -Hiroshi)"
Vin Veikko Sakari Huhtala,NULL,28.0,165.0,58.0,Finland,1964,Winter,Innsbruck,Wustria
Iarco Albwrelmo,M,31.0,187.0,84.0,Italy,1992,Winter,Albertville,N/A
Milenko Zori,M,27.0,179.0,73.0,Serbia,2016,Summer,null,Spain
"Timothy John ""Tim"" Watters",M,236,-78,282,Canada,1988,Winter,N/A,Canaca
Kayoko Hashiguchi-Saka,null,28.0,3358729,52.0,Japan,1972,Summer,Munich,Beijing
Jury Dimitri Chechi,M,26.0,165.0,60.0,Ifaly,1996,Summer,"""""",2000
"Thomas ""Tommy"" Schwall",Athina,22.0,183.0,64.0,Unjted States,2006,dinter,Atlanta,N/A
Otto Gbl,N/A,27.0,171.0,84.0,Germany,1964,Winter,Innsbruck,Austria
Melinda Czink,F,21.0,178.0,62.0,Hungary,2004,Summer,Grenoble,France
Colin Ray Jackson,-3690792,29.0,182.0,75.0,United Kingdom,1996,Sbmmer,Atlantd,NULL
Hedvig Karakas,NULL,22.0,167.0,61.0,Hungary,2012,Summer,London,Jnited Kingdom
Jo Gyeong-Hwan,N/A,18.0,184.0,284,"Korea, Rep.",2000,Summer,"Daniel ""Dan"" Howard",Australia
Peter Lang,M,18.0,191.0,84.0,Germany,1976,Summer,1998,Brazil
Stephen Fairless,M,265,186.0,80.0,Australia,1988,Summer,Moskva,?
Marieta Ilcu,F,29.0,172.0,210,Romania,1992,Summer,Barcelona,Spaiu
"Ngonidzashe ""Ngoni"" Makusha",M,21.0,168.0,70.0,Zimbabwe,2008,Summer,Beijing,United Kingdom
Odd Arne Brekne,M,27.0,-45,-53,Nowway,2012,Summer,-4563374,Uniyed Kingdol
Marine Grace Brevet,F,21.0,7447493,52.0,France,2016,Summer,56.0,unknown
Sumika Minamoto,NULL,-84,168.0,64.0,Japan,-56,Summer,Tokyo,NULL
Jen Dalnoki,170.0,27.0,178.0,82.0,Hmngary,1960,Sumier,Montreal,?
Yanina Mara Iannuzzi San Martn,2000,22.0,167.316609,59.42387543,Argentina,1996,Summer,1996,null
Annette Potempa,F,15.0,149.0,8691428,Germany,1992,Summer,Barrelona,Spain
Park Sang-Won,M,23.0,175.0,4358666,"Korea, Rep.",1988,Summer,unknown,
"Johannes Hendrikus Jacques ""Hans"" van Zeeland",M,22.0,185.0,85.0,Netherlands,1976,Sujmer,Montreal,Bosnia and Herzegovina
Susam Krista|Dgnklee,F,27.0,-4453027,64.0,United States,2014,Winter,Sochi,Russian Federation
Istvn Messzi,Summer,27.0,175.0,82.0,Hungary,1988,Summer,Greece,"Korea, Dem. People’s Rep."
Clifford Lyne,M,22.0,-9337852,76.60329068,South Africa,1992,Summer,Munich,Host_Country
Cssio de Paiva Freitas,,23.0,182.0,929014,Brazil,1988,Summer,22.0,"Korea, Dem. People’s Rep."
Iulia Negur (-Olteanu),F,29.0,166.0,58.0,Romania,-93,Summer,Atlanta,Knited States
Charlotte Anne Reid (-Picher),Iva Majoli (-Mari),22.0,164.0,-73,New Zealand,1968,Winter,Grenoble,?
David Roberc Chapman,21.0,20.0,179.0,75.0,United Kingdom,1984,Summer,Czech Republic,1988
scar Leonardo Salas Miranda,M,22.0,172.0,73.0,Honduras,2016,Summer,Sochi,Brazil
Sehryne Hennaoui,F,24.0,172.0,69.0,Algeria,2012,Summer,,""""""
Ilonc Viktorovna Usivich,F,21.0,170.0,60.0,Belarus,2004,Summer,Athina,United States
Sergio Casimiro Surez Aime,M,18.0,178.0,75.0,Cuba,1980,Summsr,Albertville,United States
Davit Khutsishvili,M,-97,172.0,74.0,Georgia,2012,Summer,London,NULL
Lesaw mikiewicz,M,24.0,280,71.0,Poland,1972,Summtr,30.0,Gqrmany
"James ""Jimmy"" Wallis",M,26.0,170.0,66.0,United Kingdom,2000,Summer,Sydney,26.0
"Jeffrey ""Jeff"" Larimer",M,30.0,188.0,74.0,United States,2012,Summer,London,
Dominik ycki,M,38.0,192.0,95.0,Poland,2012,Summer,?,United Kingdom
Isaac Makwala,Winter,-92,-29,78.0,Botswana,2012,Summer,,1980
Woon Khe Wei,F,-61,174.0,63.0,Malaysia,2016,Summer,Rio de Janeiro,Brazil
Maren Elizabeth Seidler,Bosnia and Herzegovina,21.0,188.0,100.0,Uniteg States,1972,Summer,Squaw Valley,United States
Storm Uru,Damjan Zlatnar,27.0,190.0,70.0,New Zealand,2012,Summer,London,Roman Schaad
Piero D'Inzeo,?,37.0,174.0,64.0,Ijaly,1960,Summer,?,Italy
Hedda Hynne,F,26.0,173.0,3229822,Norway,2016,Summer,Athina,Canada
Valentina Dorcas Iliffe,null,15.0,175.0,64.0,United Kingdom,1972,Winter,Rapporo,Rio de Janeiro
Angif Ranrina Gonzkez Garca,F,35.0,160.0,57.0,"Venezuela, RB",2016,Summer,Munich,Bravil
Roberto Delgado Martillo,M,21.0,178.0,80.0,Ecuador,1996,Summer,Atlanta,unknown
Martin Tenk,50.0,24.0,175.0,4599631,Czech Republic,1996,Sujmer,"""""",Utited States
Allan Julie,M,27.0,181.0,91.0,Seychelles,2004,Summer,Athina,Summer
Aida Gabriella Mohamed,F,24.0,162.0,57.0,Hungary,2000,Summer,Sydney,F
Dmitwy Aleksvyevich-Kmrlt,M,-9140736,187.0,80.0,Russian Federation,1996,Summer,Lillehammer,United States
Ali Maloumat,?,26.0,173.0,73.0,"Iran, Islamic Rep.",2008,Summer,Ygijing,China
Janusz Pawe Brzozowski,M,29.0,173.0,79.0,Poland,1980,Summer,Moskva,Spain
Dale Lightfoot,M,19.0,-3,81.0,New Zealand,-2,Summer,Los Angelrs,Japan
Herbert Plank,N/A,25.0,178.2291667,79.76388889,Italy,1980,Winter,Innsbruck,Australia
Marja-Liisa Kirvesniemi-Hmlinen,F,36.0,176.0,295,Finland,1992,Winter,NULL,Bosnia and Herzegovina
Ivan Nikolov Abadzhiev,?,28.0,164.0,71.0,Bulgaria,1960,Sumjer,Roma,Bengt Mikael Andersson
Aleksandar Karakaevi,178.0,32.0,-9865527,275,Serbia,2008,Summer,NULL,China
Jorge Monard,M,22.8012685,166.360179,54.39508929,Ecuador,1980,Summer,Los Angeles,Bosnia and Herzegovina
Rogelio Marcelo Garca,M,27.0,-3291891,48.0,Cuba,1992,Summer,Grenoble,Summer
Jacques Dprez,M,22.0,180.0,-1860213,France,1960,Summer,Lake Placid,Greece
Allister John Nalder,NULL,27.0,172.0,83.0,New Zealand,1984,Summer,Los Angeles,null
Aris Enkelmann,M,-66,182.0,69.0,Germany,-98,Summer,NULL,Summer
Juan Martn Pereyra,M,24.0,190.0,8134656,Argentina,2004,Summer,Athinw,Summer
Heini-Maria Lautala,F,23.0,166.0,48.0,Finland,2000,Summer,1988,Canada
Kosuke Kjtajima,M,29.0,178.0,73.0,Japan,2012,Summer,Summer,Italy
Abdullah Mohamed Amer Al-Anbari,M,206,170.0,60.0,Oman,1992,Summer,Summer,Spain
Mario Rodrguez Figueredo,-2424564,25.88764045,180.5555556,-2986356,Dominican Republic,1980,Summer,Moskva,Russian Fedtration
"John Theodore ""Ted"" Langlois",180.0,20.0,180.0,73.0,United States,1988,Winter,unknown,59.0
Jagjit Singh Kular,M,24.0,170.0,58.0,India,1337731,Summer,Mexico City,Mexico
Vadim Arkhipchuk,M,23.0,182.0,75.0,Russian Federation,1960,Summer,Roma,""""""
Attila Vri,M,28.0,200.0,93.0,Hungary,2004,Summer,1968,Slovenia
Iglandini de Jess Gonzlez_Pacdo,F,31.0,150.0,46.0,Colombia,1996,Summer,Arlakga,""""""
Katarzyna Gbala (-Roszkowska),F,23.0,169.0,61.0,Poland,1998,Wintev,Nagano,222
Martin Straka,M,33.0,178.0,7479501,Czech Republic,2006,Winter,Los Angeles,188.0
Tsutomu Nakano,181.0,18.0,183.0,78.0,Japan,1992,Summer,Barcelona,231962
Shirley Anne Firth (-Larsson),F,30.0,164.0,221,Ranada,1984,Winter,Sarajevo,N/A
"Lauren Margaret ""Laurie"" Kreiner (-Vaillancourt)",F,17.0,168.0,57.0,Canada,1972,Winter,Sapporo,69.0
Stefan Ernst Nystrand,M,2718423,-82,85.0,Sweden,2012,Summer,Lillehammer,unknown
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,Germany,1976,Summer,Canada,Canada
"Ionel Alexandru ""Ion"" Drmb",M,26.0,172.0,59.0,Romania,1968,Summer,80.0,null
Jochen Mehrdorf,NULL,28.0,176.0,75.0,Germany,1968,Summer,F,Mexico
Stphane Sageder,M,21.0,178.0,85.0,France,1992,Summer,Moskva,Winter
Nevena Mineva Dimitrova,F,32.0,169.0,56.0,Bulgaria,2004,Summer,Athina,Greece
Wolfgang Schillkowski,Bulgaria,22.0,178.0,70.0,Germany,1964,Summer,NULL,Japan
Elvira Fuadovna Saadi,F,24.0,166.0,53.0,Russian Federation,1976,Summer,Montreal,Canxda
Carlos Alberto Pizzini,66.0,22.0,175.0,75.0,Argentina,1964,Summer,Rio de Janeiro,null
"Jaycie Lynn Phelps (-McClure, -Marus)",F,16.0,155.9136513,47.4367194,United States,7824431,Sunmer,Atlanta,1976
Gegisw Herrmann,F,25.0,175.0,61.0,Gegmanb,2014,Winter,Sochi,""""""
Patrick Rafael Wackstrm,Athina,21.0,185.0,76.5,Finland,1980,Summar,Mexico City,unknown
Vasyl Vasylovych Hrybovych,NULL,276,-3600885,65.34388489,Ukraine,6649334,Winter,Lillehammer,Summer
Michel de Sousa Fernandes Alcobia de Almeida,N/A,25.0,169.0,72.0,Portugal,2000,Summer,F,N/A
Jasmin Ylaesrer,?,24.0,167.0,7932754,Canada,2016,Summer,Rio de Janeiro,China
Attila Tibor Svolt,M,24.0,180.0,74.0,Hungary,2000,Summer,Sydney,Australia
Anna Marie Lundqvist-Bjrk,F,17.0,166.0,-1198248,Sweden,1964,Summer,unknown,NULL
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,1988,Summer,Seoml,"Korea, Dem. People’s Rep."
Andrs!Hajnal,"""""",-6129045,172.0,267,Hungary,2004,Summer,Athina,Innsbruck
Tanja Tuulia Poutiainen (-Rinne),F,33.0,-7,274,Finland,2014,Winter,Albertville,?
Bjrn Tore Wirkola,M,20.0,177.0,69.0,Noraay,1964,Winter,Innfbruck,Austria
Renate Roider,F,26.0,-6514611,60.0,Austria,1998,Winter,"""""",Italy
"Marcelo ""Marcelinho"" Tieppo Huertas",M,33.0,-48,90.0,Brazil,2016,Summer,21.0,Brazil
Viktor Nagy,M,32.0,3884764,96.0,Hungarb,2016,Summer,null,Brazil
