Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Aida Chuyko (-Sukoryabova),F,27.0,161.0,53.0,Russian Federation,1964,Summer,Tokyo,Japan
"Kimberley ""Kim"" Butler",F,29.0,189.0,80.0,United Kingdom,2012,Summer,London,United Kingdom
Bibiana Candelas Ramrez,F,24.0,196.0,78.0,Mexico,2008,Summer,Beijing,China
Philip Laats,M,25.0,165.0,66.0,Belgium,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Graeme John Miller,M,31.0,175.0,72.0,New Zealand,1992,Summer,Barcelona,Spain
Justyn Alojzy Wglorz,M,22.0,203.0,84.0,Poland,1980,Summer,Moskva,Russian Federation
Nguyn Vn Bnh,M,24.0,163.0,64.0,Vietnam,1964,Summer,Tokyo,Japan
Maria Natalia Londa,F,25.0,163.0,57.0,Indonesia,2016,Summer,Rio de Janeiro,Brazil
Kim Andreas Ekdahl du Rietz,M,23.0,196.0,98.0,Sweden,2012,Summer,London,United Kingdom
Anette Carina Helene Fredriksson (-Ringstrm),F,16.0,173.0,62.0,Sweden,1976,Summer,Montreal,Canada
Monique Sullivan,F,27.0,167.0,50.0,Canada,2016,Summer,Rio de Janeiro,Brazil
Mark Ian Handelsman,M,23.0,183.0,70.0,Israel,1984,Summer,Los Angeles,United States
Daniela Alves Lima,F,16.0,171.0,66.0,Brazil,2000,Summer,Sydney,Australia
Emil Petrunov,M,21.0,188.0,154.0,Bulgaria,1976,Summer,Montreal,Canada
Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,160.0,52.0,Russian Federation,1976,Summer,Montreal,Canada
Nathan Gafuik,M,23.0,161.0,55.0,Canada,2008,Summer,Beijing,China
Juan R. Marchand,M,27.0,174.0,95.0,Puerto Rico,1976,Summer,Montreal,Canada
Pierangelo Bincoletto,M,21.0,172.0,70.0,Italy,1980,Summer,Moskva,Russian Federation
Phumlile Ndzinisa,F,23.0,170.0,57.0,Eswatini,2016,Summer,Rio de Janeiro,Brazil
Hae-Ja Kim de Rimasa,F,39.0,163.0,65.0,Argentina,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Eddy de Lpine,M,20.0,175.0,73.0,France,2004,Summer,Athina,Greece
Craig Brown,M,21.0,182.0,82.0,United Kingdom,2004,Summer,Athina,Greece
Sotirios Stathakis,M,31.0,181.0,83.0,Greece,1984,Summer,Los Angeles,United States
Giora Spiegel,M,21.0,181.0,80.0,Israel,1968,Summer,Mexico City,Mexico
Aleksandr Alekseyevich Safoshkin,M,28.0,155.0,59.0,Russian Federation,2004,Summer,Athina,Greece
Danilson Ricciuli,M,21.0,175.0,76.0,Guinea-Bissau,2004,Summer,Athina,Greece
Adn Noriega Escartin,M,21.0,166.0,64.0,Mexico,1968,Summer,Mexico City,Mexico
"Khuloud ""Loudy"" Tourky-Wiggins",F,21.0,147.0,45.0,Australia,2000,Summer,Sydney,Australia
Jahvid Andre Best,M,27.0,178.0,90.0,St. Lucia,2016,Summer,Rio de Janeiro,Brazil
Hans Hiltebrand,M,43.0,177.0,92.0,Switzerland,1988,Winter,Calgary,Canada
Masaki Inoue,M,25.0,179.0,78.0,Japan,2004,Summer,Athina,Greece
Aikaterini Mamouti,F,15.0,153.0,44.0,Greece,1996,Summer,Atlanta,United States
Annamarie Thomas,F,22.0,170.0,60.0,Netherlands,1994,Winter,Lillehammer,Norway
Miguel Rivero Bonilla,M,24.0,170.0,67.0,Cuba,1976,Summer,Montreal,Canada
Christiaan Varenhorst,M,26.0,212.0,106.0,Netherlands,2016,Summer,Rio de Janeiro,Brazil
"Dagmar ""Dagi"" Mair unter der Eggen",F,23.0,170.0,64.0,Italy,1998,Winter,Nagano,Japan
Zoltn Kvg,M,29.0,204.0,132.0,Hungary,2008,Summer,Beijing,China
Emmanuel Quaye,M,23.0,178.0,71.0,Ghana,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Emile Gaston Waldteufel,M,27.0,175.0,71.0,United States,1972,Summer,Munich,Germany
Craig Stuart Mottram,M,20.0,188.0,71.0,Australia,2000,Summer,Sydney,Australia
"Catherine Ann ""Cathy"" Rattray-Williams (-Samuel)",F,16.0,160.0,52.0,Jamaica,1980,Summer,Moskva,Russian Federation
Chikako Nakamori,F,17.0,165.0,55.0,Japan,1984,Summer,Los Angeles,United States
Peter Kauzer,M,28.0,177.0,70.0,Slovenia,2012,Summer,London,United Kingdom
Anton Kirilov Manolov,M,30.0,174.0,72.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Eduardo Zazueta Ruiz,M,20.0,176.0,64.0,Mexico,1964,Summer,Tokyo,Japan
Jang Eun-Jeong,F,18.0,164.0,57.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Ferenc Konrd,M,27.0,183.0,88.0,Hungary,1972,Summer,Munich,Germany
Ondej Bank,M,29.0,175.0,85.0,Czech Republic,2010,Winter,Vancouver,Canada
"Archibald ""Archie"" Marshall",M,27.0,181.0,71.0,United Kingdom,1980,Winter,Lake Placid,United States
Xu Dan,M,31.0,180.0,80.0,China,2000,Summer,Sydney,Australia
Jaree Patthaarath,F,27.0,162.0,52.0,Thailand,1984,Summer,Los Angeles,United States
Elin Nilsen,F,23.0,168.0,55.0,Norway,1992,Winter,Albertville,France
Alessandra Sensini,F,26.0,170.0,55.0,Italy,1996,Summer,Atlanta,United States
Antonio Aguilar Chastellain,M,24.0,179.0,77.0,Spain,1984,Summer,Los Angeles,United States
Gemma Beadsworth,F,25.0,180.0,78.0,Australia,2012,Summer,London,United Kingdom
Li Zhiguang,M,22.0,182.0,75.0,China,2006,Winter,Torino,Italy
Courtney Lyn Hurley,F,25.0,173.0,80.0,United States,2016,Summer,Rio de Janeiro,Brazil
Jonathan Zwikel,M,26.0,183.0,84.0,France,2002,Winter,Salt Lake City,United States
Giorgio Giomo,M,23.0,182.0,76.0,Italy,1972,Summer,Munich,Germany
Huang Huadong,M,24.0,163.0,57.0,China,1996,Summer,Atlanta,United States
Joo Filipe Gaspar Rodrigues,M,44.0,179.0,73.0,Portugal,2016,Summer,Rio de Janeiro,Brazil
Nezir Sar,M,28.0,174.0,83.0,Turkey,2012,Summer,London,United Kingdom
Simon Schempp,M,25.0,178.0,68.0,Germany,2014,Winter,Sochi,Russian Federation
Kristina Joana Reynolds,F,24.0,181.0,71.0,Germany,2008,Summer,Beijing,China
Anthony Yigit,M,20.0,171.0,64.0,Sweden,2012,Summer,London,United Kingdom
Chain Singh,M,27.0,172.0,68.0,India,2016,Summer,Rio de Janeiro,Brazil
Zali Steggall,F,23.0,175.0,75.0,Australia,1998,Winter,Nagano,Japan
Ryo Yuzawa,M,27.0,175.0,76.0,Japan,2004,Summer,Athina,Greece
Cilene Falleiro Rocha (-Drewnick),F,25.0,179.5372522,69.29049897,Brazil,1992,Summer,Barcelona,Spain
Tomasz Cichy,M,24.0,183.0,85.0,Poland,2000,Summer,Sydney,Australia
Jrgen Jensen,M,21.0,176.0,74.0,Denmark,1968,Summer,Mexico City,Mexico
Feliciano Lpez Daz-Guerra,M,30.0,188.0,84.0,Spain,2012,Summer,London,United Kingdom
Willian Giaretton,M,25.0,193.0,73.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Alexandra Meissnitzer,F,28.0,165.0,62.0,Austria,2002,Winter,Salt Lake City,United States
Wang Fei,F,27.0,170.0,66.0,China,2010,Winter,Vancouver,Canada
Ventseslav Kanchev,M,26.0,168.0,55.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Kevin Van der Perren,M,19.0,176.0,70.0,Belgium,2002,Winter,Salt Lake City,United States
Ulrike Klotz,F,17.0,166.0,50.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Misae Takeda,F,24.0,156.0,51.0,Japan,1968,Winter,Grenoble,France
Rstm Orucov,M,20.0,179.0,73.0,Azerbaijan,2012,Summer,London,United Kingdom
Seraina Boner,F,31.0,168.0,55.0,Switzerland,2014,Winter,Sochi,Russian Federation
Somnuek Srisombat,M,27.0,173.0,69.0,Thailand,1960,Summer,Roma,Italy
Nathalie Wunderlich,F,21.0,170.0,50.0,Switzerland,1992,Summer,Barcelona,Spain
Christophe Moreau,M,29.0,186.0,71.0,France,2000,Summer,Sydney,Australia
"Petrus Johannes Marinus ""Piet"" van der Lans",M,19.0,178.0,76.0,Netherlands,1960,Summer,Roma,Italy
Jeroen Simaeys,M,23.0,192.0,78.0,Belgium,2008,Summer,Beijing,China
Olaf Pollack,M,26.0,185.0,75.0,Germany,2000,Summer,Sydney,Australia
Eversley Augustus Linley,M,18.0,179.3115578,67.49309045,St. Vincent and the Grenadines,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Oleh Kostromitin,M,21.0,176.0,75.0,Ukraine,1994,Winter,Lillehammer,Norway
Keiko Yoshitomi,F,29.0,165.0,58.0,Japan,2004,Summer,Athina,Greece
Rupert John Obholzer,M,26.0,191.0,93.0,United Kingdom,1996,Summer,Atlanta,United States
Constantin Corduneanu,M,23.0,160.0,55.0,Romania,1992,Summer,Barcelona,Spain
Hctor Milin Prez,M,32.0,185.0,130.0,Cuba,2000,Summer,Sydney,Australia
ngel Bello,M,37.0,178.2152269,65.0,Argentina,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Christopher Anthony ""Chris"" Ius",M,22.0,170.0,54.0,Canada,1976,Summer,Montreal,Canada
Jeff Bean,M,21.0,180.0,83.0,Canada,1998,Winter,Nagano,Japan
Peter Stammbach,M,26.0,178.0,80.0,Switzerland,1964,Winter,Innsbruck,Austria
"Andrew John ""Andy"" Holden",M,23.0,179.0,64.0,United Kingdom,1972,Summer,Munich,Germany
Nazar Ashraf Salman,M,24.0,168.0,61.0,Iraq,1980,Summer,Moskva,Russian Federation
John D'Eresby Hudson,M,20.0,190.0,82.0,Australia,1960,Summer,Roma,Italy
"Susan ""Susie"" O'Neill",F,18.0,171.0,63.0,Australia,1992,Summer,Barcelona,Spain
Chao Cheng-Hsueng,M,24.0,170.0,74.0,China,1964,Summer,Tokyo,Japan
Charles Nwokolo,M,23.0,170.0,63.0,Nigeria,1984,Summer,Los Angeles,United States
Amy Elizabeth LePeilbet,F,30.0,170.0,65.0,United States,2012,Summer,London,United Kingdom
Tadeusz Hipolit Trojanowski,M,27.0,176.0,61.0,Poland,1960,Summer,Roma,Italy
Tesfayohannes Mesfin,M,33.0,182.0,62.0,Eritrea,2008,Summer,Beijing,China
O Song-Nam,M,22.0,156.0,55.0,"Korea, Dem. People’s Rep.",2004,Summer,Athina,Greece
Kenji Takahashi,M,33.0,186.0,77.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Melik Janoyan,M,23.0,190.0,85.0,Armenia,2008,Summer,Beijing,China
"Joan Marie Moore (-Rice, -Gnat)",F,18.0,163.0,50.0,United States,1972,Summer,Munich,Germany
Anette Tnsberg (-Holt Tnsberg),F,21.0,167.0,61.0,Norway,1992,Winter,Albertville,France
Norie Hiro,F,19.0,183.0,70.0,Japan,1984,Summer,Los Angeles,United States
Luke Patience,M,25.0,167.0,59.0,United Kingdom,2012,Summer,London,United Kingdom
"Thomas Constantine ""Tom"" Laris",M,28.0,177.0,68.0,United States,1968,Summer,Mexico City,Mexico
Peter Mller,M,26.0,184.0,84.0,Switzerland,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Matthew Reid ""Matt"" Grosjean",M,21.0,175.0,82.0,United States,1992,Winter,Albertville,France
Diana Kay Gee (-McDonnell),F,23.0,162.0,45.0,United States,1992,Summer,Barcelona,Spain
Dieter Rehm,M,26.0,164.0,61.0,Switzerland,2000,Summer,Sydney,Australia
Shani Kedmi,F,23.0,160.0,58.0,Israel,2000,Summer,Sydney,Australia
Jos Luis Castaeda,M,24.0,177.0,63.0,Mexico,1976,Summer,Montreal,Canada
Ville Antero Nousiainen,M,22.0,185.0,78.0,Finland,2006,Winter,Torino,Italy
Erika Komura,F,26.0,164.0,53.0,Japan,2008,Summer,Beijing,China
Maui Gayme Anguita,M,22.0,179.0,83.0,Chile,2006,Winter,Torino,Italy
Koji Matsushita,M,24.0,171.0,65.0,Japan,1992,Summer,Barcelona,Spain
"Susan ""Sue"" Rolph",F,22.0,168.0,62.0,United Kingdom,2000,Summer,Sydney,Australia
Pippa Savage,F,27.0,188.0,77.0,Australia,2008,Summer,Beijing,China
Lucas Rafael Bennazar Ortz,M,35.0,183.0,86.0,Puerto Rico,2004,Summer,Athina,Greece
Erhan Dursun,M,22.0,182.0,76.0,Turkey,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Robert Spencer ""Bob"" Rock, Jr.",M,22.0,178.0,77.0,United States,1972,Winter,Sapporo,Japan
Viktor Matveyev,M,30.0,173.0,69.0,Russian Federation,1972,Summer,Munich,Germany
Laurence Modaine-Cessac (Vallet-),F,19.0,170.0,59.0,France,1984,Summer,Los Angeles,United States
Grard Fenouil,M,23.0,177.0,72.0,France,1968,Summer,Mexico City,Mexico
Lszl Pet,M,23.0,176.0,73.0,Hungary,1992,Summer,Barcelona,Spain
Jonathan Garrido Garca,M,18.0,188.0,80.0,Spain,1992,Summer,Barcelona,Spain
Mara Graciela Mendoza Barrios,F,33.0,156.0,48.0,Mexico,1996,Summer,Atlanta,United States
"Joseph ""Josy"" Stoffel",M,32.0,167.0,67.0,Luxembourg,1960,Summer,Roma,Italy
Melanie Louise Banville,F,17.0,158.0,52.0,Canada,2004,Summer,Athina,Greece
Dominique Auprtre,F,30.0,146.0,48.0,France,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Lothar Stber,M,24.0,178.0,76.0,Germany,1960,Summer,Roma,Italy
"Godelieve Julia Henrica ""Lieve"" Slegers",F,27.0,163.0,51.0,Belgium,1992,Summer,Barcelona,Spain
Antoni Partalev,M,22.0,182.0,80.0,Bulgaria,1980,Summer,Moskva,Russian Federation
Andreas Scheuerpflug,M,33.0,196.0,86.0,Germany,2000,Summer,Sydney,Australia
Oksana Aleksandrovna Yarygina,F,31.0,171.0,69.0,Russian Federation,2004,Summer,Athina,Greece
Traudl Treichl,F,21.0,172.0,60.0,Germany,1972,Winter,Sapporo,Japan
Roland Surrugue,M,22.0,178.0,77.0,France,1960,Summer,Roma,Italy
Viktoriya Viktorivna Turks,F,28.0,178.0,78.0,Ukraine,2016,Summer,Rio de Janeiro,Brazil
Omar Bustani Barrientos,M,26.0,185.0,90.0,Mexico,1992,Summer,Barcelona,Spain
Abdoulaye Sarr,M,28.0,192.0,82.0,Senegal,1976,Summer,Montreal,Canada
"Gregory David Demetrius ""Greg"" Massialas",M,28.0,183.0,75.0,United States,1984,Summer,Los Angeles,United States
Dmitry Mikhaylovich Rak,M,29.0,170.0,69.0,Belarus,2006,Winter,Torino,Italy
Park Ju-Yeong,M,23.0,183.0,70.0,"Korea, Rep.",2008,Summer,Beijing,China
Gang Sun-Deok,F,21.0,160.0,48.0,"Korea, Rep.",1996,Summer,Atlanta,United States
Giuliano Razzoli,M,29.0,182.0,88.0,Italy,2014,Winter,Sochi,Russian Federation
Jan Ziemianin,M,31.0,181.0,79.0,Poland,1994,Winter,Lillehammer,Norway
Bengt Mikael Andersson,M,26.0,192.0,89.0,Sweden,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Dai Dengwen,M,21.0,180.0,80.0,China,1998,Winter,Nagano,Japan
Romelio Salas Caicedo,M,26.0,181.0,74.0,Colombia,1984,Summer,Los Angeles,United States
Tatyana Pavlovna Firova,F,29.0,174.0,59.0,Russian Federation,2012,Summer,London,United Kingdom
Nikolay Vasilyevich Puzanov,M,25.0,179.0,80.0,Russian Federation,1964,Winter,Innsbruck,Austria
Kim Jung-Hee,F,25.0,165.0,57.0,"Korea, Rep.",2008,Summer,Beijing,China
Jean-Jacques Moine,M,17.0,178.0,76.0,France,1972,Summer,Munich,Germany
Roberto Antonio Len Richards Aguiar,M,18.0,183.0,78.0,Cuba,1972,Summer,Munich,Germany
Livia Pelin,F,22.0,169.0152905,66.8470948,Romania,1988,Winter,Calgary,Canada
Byron Timothy Marsh,M,42.0,183.8153409,89.32244318,Cayman Islands,1992,Summer,Barcelona,Spain
Andreina del Valle Pinto Prez,F,24.0,176.0,68.0,"Venezuela, RB",2016,Summer,Rio de Janeiro,Brazil
Zhao Jing,F,21.0,176.0,63.0,China,2012,Summer,London,United Kingdom
"Patricia Sue ""Pat"" Head (-Summitt)",F,24.0,178.0,70.0,United States,1976,Summer,Montreal,Canada
Jos Mara Pigrau Santpere,M,41.0,185.0,89.0,Spain,1984,Summer,Los Angeles,United States
Pasi Johannes Saapunki,M,23.0,176.0,64.0,Finland,1992,Winter,Albertville,France
John Kerr,M,32.0,183.0,91.0,Canada,1984,Summer,Los Angeles,United States
Lisa Maree Skinner,F,15.0,155.0,46.0,Australia,1996,Summer,Atlanta,United States
Gilbert Larose,M,22.0,168.0,67.0,Canada,1964,Summer,Tokyo,Japan
Henning Frenzel,M,22.0,176.0,73.0,Germany,1964,Summer,Tokyo,Japan
Vin Veikko Sakari Huhtala,M,28.0,165.0,58.0,Finland,1964,Winter,Innsbruck,Austria
Marco Albarello,M,31.0,187.0,84.0,Italy,1992,Winter,Albertville,France
Milenko Zori,M,27.0,179.0,73.0,Serbia,2016,Summer,Rio de Janeiro,Brazil
"Timothy John ""Tim"" Watters",M,28.0,180.0,84.0,Canada,1988,Winter,Calgary,Canada
Kayoko Hashiguchi-Saka,F,28.0,158.0,52.0,Japan,1972,Summer,Munich,Germany
Jury Dimitri Chechi,M,26.0,165.0,60.0,Italy,1996,Summer,Atlanta,United States
"Thomas ""Tommy"" Schwall",M,22.0,183.0,64.0,United States,2006,Winter,Torino,Italy
Otto Gbl,M,27.0,171.0,84.0,Germany,1964,Winter,Innsbruck,Austria
Melinda Czink,F,21.0,178.0,62.0,Hungary,2004,Summer,Athina,Greece
Colin Ray Jackson,M,29.0,182.0,75.0,United Kingdom,1996,Summer,Atlanta,United States
Hedvig Karakas,F,22.0,167.0,61.0,Hungary,2012,Summer,London,United Kingdom
Jo Gyeong-Hwan,M,18.0,184.0,77.0,"Korea, Rep.",2000,Summer,Sydney,Australia
Peter Lang,M,18.0,191.0,84.0,Germany,1976,Summer,Montreal,Canada
Stephen Fairless,M,26.0,186.0,80.0,Australia,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Marieta Ilcu,F,29.0,172.0,62.0,Romania,1992,Summer,Barcelona,Spain
"Ngonidzashe ""Ngoni"" Makusha",M,21.0,168.0,70.0,Zimbabwe,2008,Summer,Beijing,China
Odd Arne Brekne,M,27.0,182.0,76.43361345,Norway,2012,Summer,London,United Kingdom
Marine Grace Brevet,F,21.0,162.0,52.0,France,2016,Summer,Rio de Janeiro,Brazil
Sumika Minamoto,F,21.0,168.0,64.0,Japan,2000,Summer,Sydney,Australia
Jen Dalnoki,M,27.0,178.0,82.0,Hungary,1960,Summer,Roma,Italy
Yanina Mara Iannuzzi San Martn,F,22.0,167.316609,59.42387543,Argentina,1996,Summer,Atlanta,United States
Annette Potempa,F,15.0,149.0,38.0,Germany,1992,Summer,Barcelona,Spain
Park Sang-Won,M,23.0,175.0,73.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
"Johannes Hendrikus Jacques ""Hans"" van Zeeland",M,22.0,185.0,85.0,Netherlands,1976,Summer,Montreal,Canada
Susan Krista Dunklee,F,27.0,170.0,64.0,United States,2014,Winter,Sochi,Russian Federation
Istvn Messzi,M,27.0,175.0,82.0,Hungary,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Clifford Lyne,M,22.0,182.2054545,76.60329068,South Africa,1992,Summer,Barcelona,Spain
Cssio de Paiva Freitas,M,23.0,182.0,68.0,Brazil,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Iulia Negur (-Olteanu),F,29.0,166.0,58.0,Romania,1996,Summer,Atlanta,United States
Charlotte Anne Reid (-Picher),F,22.0,164.0,57.0,New Zealand,1968,Winter,Grenoble,France
David Robert Chapman,M,20.0,179.0,75.0,United Kingdom,1984,Summer,Los Angeles,United States
scar Leonardo Salas Miranda,M,22.0,172.0,73.0,Honduras,2016,Summer,Rio de Janeiro,Brazil
Sehryne Hennaoui,F,24.0,172.0,69.0,Algeria,2012,Summer,London,United Kingdom
Ilona Viktorovna Usovich,F,21.0,170.0,60.0,Belarus,2004,Summer,Athina,Greece
Sergio Casimiro Surez Aime,M,18.0,178.0,75.0,Cuba,1980,Summer,Moskva,Russian Federation
Davit Khutsishvili,M,21.0,172.0,74.0,Georgia,2012,Summer,London,United Kingdom
Lesaw mikiewicz,M,24.0,172.0,71.0,Poland,1972,Summer,Munich,Germany
"James ""Jimmy"" Wallis",M,26.0,170.0,66.0,United Kingdom,2000,Summer,Sydney,Australia
"Jeffrey ""Jeff"" Larimer",M,30.0,188.0,74.0,United States,2012,Summer,London,United Kingdom
Dominik ycki,M,38.0,192.0,95.0,Poland,2012,Summer,London,United Kingdom
Isaac Makwala,M,25.0,185.0,78.0,Botswana,2012,Summer,London,United Kingdom
Woon Khe Wei,F,27.0,174.0,63.0,Malaysia,2016,Summer,Rio de Janeiro,Brazil
Maren Elizabeth Seidler,F,21.0,188.0,100.0,United States,1972,Summer,Munich,Germany
Storm Uru,M,27.0,190.0,70.0,New Zealand,2012,Summer,London,United Kingdom
Piero D'Inzeo,M,37.0,174.0,64.0,Italy,1960,Summer,Roma,Italy
Hedda Hynne,F,26.0,173.0,55.43712575,Norway,2016,Summer,Rio de Janeiro,Brazil
Valentina Dorcas Iliffe,F,15.0,175.0,64.0,United Kingdom,1972,Winter,Sapporo,Japan
Angie Sabrina Gonzlez Garca,F,35.0,160.0,57.0,"Venezuela, RB",2016,Summer,Rio de Janeiro,Brazil
Roberto Delgado Martillo,M,21.0,178.0,80.0,Ecuador,1996,Summer,Atlanta,United States
Martin Tenk,M,24.0,175.0,90.0,Czech Republic,1996,Summer,Atlanta,United States
Allan Julie,M,27.0,181.0,91.0,Seychelles,2004,Summer,Athina,Greece
Aida Gabriella Mohamed,F,24.0,162.0,57.0,Hungary,2000,Summer,Sydney,Australia
Dmitry Alekseyevich Kosov,M,27.0,187.0,80.0,Russian Federation,1996,Summer,Atlanta,United States
Ali Maloumat,M,26.0,173.0,73.0,"Iran, Islamic Rep.",2008,Summer,Beijing,China
Janusz Pawe Brzozowski,M,29.0,173.0,79.0,Poland,1980,Summer,Moskva,Russian Federation
Dale Lightfoot,M,19.0,187.0,81.0,New Zealand,1984,Summer,Los Angeles,United States
Herbert Plank,M,25.0,178.2291667,79.76388889,Italy,1980,Winter,Lake Placid,United States
Marja-Liisa Kirvesniemi-Hmlinen,F,36.0,176.0,68.5,Finland,1992,Winter,Albertville,France
Ivan Nikolov Abadzhiev,M,28.0,164.0,71.0,Bulgaria,1960,Summer,Roma,Italy
Aleksandar Karakaevi,M,32.0,178.0,85.0,Serbia,2008,Summer,Beijing,China
Jorge Monard,M,22.8012685,166.360179,54.39508929,Ecuador,1980,Summer,Moskva,Russian Federation
Rogelio Marcelo Garca,M,27.0,150.0,48.0,Cuba,1992,Summer,Barcelona,Spain
Jacques Dprez,M,22.0,180.0,73.0,France,1960,Summer,Roma,Italy
Allister John Nalder,M,27.0,172.0,83.0,New Zealand,1984,Summer,Los Angeles,United States
Aris Enkelmann,M,24.0,182.0,69.0,Germany,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Juan Martn Pereyra,M,24.0,190.0,84.0,Argentina,2004,Summer,Athina,Greece
Heini-Maria Lautala,F,23.0,166.0,48.0,Finland,2000,Summer,Sydney,Australia
Kosuke Kitajima,M,29.0,178.0,73.0,Japan,2012,Summer,London,United Kingdom
Abdullah Mohamed Amer Al-Anbari,M,22.0,170.0,60.0,Oman,1992,Summer,Barcelona,Spain
Mario Rodrguez Figueredo,M,25.88764045,180.5555556,106.0,Dominican Republic,1980,Summer,Moskva,Russian Federation
"John Theodore ""Ted"" Langlois",M,20.0,180.0,73.0,United States,1988,Winter,Calgary,Canada
Jagjit Singh Kular,M,24.0,170.0,58.0,India,1968,Summer,Mexico City,Mexico
Vadim Arkhipchuk,M,23.0,182.0,75.0,Russian Federation,1960,Summer,Roma,Italy
Attila Vri,M,28.0,200.0,93.0,Hungary,2004,Summer,Athina,Greece
Iglandini de Jess Gonzlez Pardo,F,31.0,150.0,46.0,Colombia,1996,Summer,Atlanta,United States
Katarzyna Gbala (-Roszkowska),F,23.0,169.0,61.0,Poland,1998,Winter,Nagano,Japan
Martin Straka,M,33.0,178.0,81.0,Czech Republic,2006,Winter,Torino,Italy
Tsutomu Nakano,M,18.0,183.0,78.0,Japan,1992,Summer,Barcelona,Spain
Shirley Anne Firth (-Larsson),F,30.0,164.0,52.0,Canada,1984,Winter,Sarajevo,Bosnia and Herzegovina
"Lauren Margaret ""Laurie"" Kreiner (-Vaillancourt)",F,17.0,168.0,57.0,Canada,1972,Winter,Sapporo,Japan
Stefan Ernst Nystrand,M,30.0,193.0,85.0,Sweden,2012,Summer,London,United Kingdom
Kerstin Gerschau (-Kurrat),F,18.0,161.0,49.0,Germany,1976,Summer,Montreal,Canada
"Ionel Alexandru ""Ion"" Drmb",M,26.0,172.0,59.0,Romania,1968,Summer,Mexico City,Mexico
Jochen Mehrdorf,M,28.0,176.0,75.0,Germany,1968,Summer,Mexico City,Mexico
Stphane Sageder,M,21.0,178.0,85.0,France,1992,Summer,Barcelona,Spain
Nevena Mineva Dimitrova,F,32.0,169.0,56.0,Bulgaria,2004,Summer,Athina,Greece
Wolfgang Schillkowski,M,22.0,178.0,70.0,Germany,1964,Summer,Tokyo,Japan
Elvira Fuadovna Saadi,F,24.0,166.0,53.0,Russian Federation,1976,Summer,Montreal,Canada
Carlos Alberto Pizzini,M,22.0,175.0,75.0,Argentina,1964,Summer,Tokyo,Japan
"Jaycie Lynn Phelps (-McClure, -Marus)",F,16.0,155.9136513,47.4367194,United States,1996,Summer,Atlanta,United States
Denise Herrmann,F,25.0,175.0,61.0,Germany,2014,Winter,Sochi,Russian Federation
Patrick Rafael Wackstrm,M,21.0,185.0,76.5,Finland,1980,Summer,Moskva,Russian Federation
Vasyl Vasylovych Hrybovych,M,24.0,176.5982906,65.34388489,Ukraine,1994,Winter,Lillehammer,Norway
Michel de Sousa Fernandes Alcobia de Almeida,M,25.0,169.0,72.0,Portugal,2000,Summer,Sydney,Australia
Jasmin Glaesser,F,24.0,167.0,58.0,Canada,2016,Summer,Rio de Janeiro,Brazil
Attila Tibor Svolt,M,24.0,180.0,74.0,Hungary,2000,Summer,Sydney,Australia
Anna Marie Lundqvist-Bjrk,F,17.0,166.0,58.0,Sweden,1964,Summer,Tokyo,Japan
Abdullah Salem Al-Khalidi,M,30.0,170.0,66.0,Oman,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Andrs Hajnal,M,22.0,172.0,62.0,Hungary,2004,Summer,Athina,Greece
Tanja Tuulia Poutiainen (-Rinne),F,33.0,170.0,65.0,Finland,2014,Winter,Sochi,Russian Federation
Bjrn Tore Wirkola,M,20.0,177.0,69.0,Norway,1964,Winter,Innsbruck,Austria
Renate Roider,F,26.0,167.0,60.0,Austria,1998,Winter,Nagano,Japan
"Marcelo ""Marcelinho"" Tieppo Huertas",M,33.0,191.0,90.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Viktor Nagy,M,32.0,198.0,96.0,Hungary,2016,Summer,Rio de Janeiro,Brazil
Lam Hin Chung,M,25.0,185.0,74.0,"Hong Kong SAR, China",2012,Summer,London,United Kingdom
Walter Bottega,M,24.0,202.0,93.0,Italy,1996,Summer,Atlanta,United States
